Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
fastp | SRR35329982_1	(1.0, 22.86075375879078)	(2.0, 9.245232111254369)	(3.0, 5.90902610997995)	(4.0, 4.35820986552154)	(5.0, 3.5579283219349516)	(6.0, 3.0187515480411977)	(7.0, 2.4816210423613434)	(8.0, 2.1498270397708743)	(9.0, 1.9441934808342585)	('>10', 23.88776401849584)	('>50', 6.710650203650113)	('>100', 9.419735704577706)	('>500', 2.1522109070469795)	('>1k', 2.109752022024238)	('>5k', 0.1358992948865617)	('>10k+', 0.05844457082918586)
fastp | SRR35329982_2	(1.0, 30.003305071596138)	(2.0, 12.614527677899043)	(3.0, 7.799252481655211)	(4.0, 5.33569140279607)	(5.0, 3.918179539158767)	(6.0, 3.142761346377182)	(7.0, 2.5582189991167663)	(8.0, 2.0522226332900693)	(9.0, 1.8241432893300817)	('>10', 18.79495697407048)	('>50', 4.309765680935949)	('>100', 5.709549190967037)	('>500', 1.049542767667382)	('>1k', 0.6419051817996606)	('>5k', 0.015346622327291363)	('>10k+', 0.23063114101287596)
fastp | SRR35329983_1	(1.0, 22.72684731432432)	(2.0, 9.163039068232726)	(3.0, 6.0270671347991)	(4.0, 4.538435363582816)	(5.0, 3.5006146296103298)	(6.0, 3.012460864229383)	(7.0, 2.5129862656738844)	(8.0, 2.164451323384849)	(9.0, 1.873991986087241)	('>10', 24.00583328000915)	('>50', 6.775364555599837)	('>100', 9.57310196996358)	('>500', 2.1135426804137514)	('>1k', 1.8555323907478198)	('>5k', 0.09392575644491892)	('>10k+', 0.06280541689621909)
fastp | SRR35329983_2	(1.0, 29.64449454123736)	(2.0, 12.675087370362629)	(3.0, 7.684440197046137)	(4.0, 5.3263145346956895)	(5.0, 4.034778016264987)	(6.0, 3.125732342757681)	(7.0, 2.599073514812461)	(8.0, 2.1767127171004295)	(9.0, 1.824483842670515)	('>10', 19.01462251560675)	('>50', 4.486557944016759)	('>100', 5.801366820801406)	('>500', 0.9689204079266668)	('>1k', 0.45219838211036384)	('>5k', 0.007555948798792142)	('>10k+', 0.17766090379143828)
fastp | SRR35329984_1	(1.0, 24.206652236380144)	(2.0, 9.960026510288712)	(3.0, 6.451957134792025)	(4.0, 4.632802412796139)	(5.0, 3.63950321187462)	(6.0, 3.1017067437634394)	(7.0, 2.5774075113822814)	(8.0, 2.2653030613332703)	(9.0, 1.9246524950714647)	('>10', 23.347990770712556)	('>50', 6.118305770997987)	('>100', 8.444956299833951)	('>500', 1.7706793697697003)	('>1k', 1.4596172220008936)	('>5k', 0.07660459030676671)	('>10k+', 0.021834658696179815)
fastp | SRR35329984_2	(1.0, 31.763970234790623)	(2.0, 13.062573375567693)	(3.0, 7.907982050880825)	(4.0, 5.493818645342248)	(5.0, 3.862242748908588)	(6.0, 3.151770057411781)	(7.0, 2.5098375846892065)	(8.0, 2.0644876464013393)	(9.0, 1.7650424517043117)	('>10', 17.961264570631347)	('>50', 4.003868148200299)	('>100', 5.028987349888075)	('>500', 0.8819999788763438)	('>1k', 0.42048771502676907)	('>5k', 0.013293504371971824)	('>10k+', 0.10837393730850862)
fastp | SRR35329985_1	(1.0, 23.139174320232694)	(2.0, 9.941226418131095)	(3.0, 6.337744611554497)	(4.0, 4.715024433260731)	(5.0, 3.644708497994129)	(6.0, 3.0177512741416335)	(7.0, 2.580527472968732)	(8.0, 2.1778206311709947)	(9.0, 1.9149483461511103)	('>10', 23.165619815776175)	('>50', 6.264454653127036)	('>100', 8.904917924767448)	('>500', 2.053041965337181)	('>1k', 1.922861431743341)	('>5k', 0.1066590165069908)	('>10k+', 0.11351918713621424)
fastp | SRR35329985_2	(1.0, 32.92855390670255)	(2.0, 13.444131694825245)	(3.0, 7.753232011349476)	(4.0, 5.263861842236736)	(5.0, 3.752198579616925)	(6.0, 2.8928937635207856)	(7.0, 2.3613492105516634)	(8.0, 1.97402520590999)	(9.0, 1.6871319588159728)	('>10', 17.071438302425186)	('>50', 3.906640585443249)	('>100', 5.3726805261712665)	('>500', 0.8910423207972173)	('>1k', 0.49074633636860754)	('>5k', 0.010169136346640078)	('>10k+', 0.19990461891855243)
fastp | SRR35329986_1	(1.0, 25.72728780682752)	(2.0, 10.396868950860688)	(3.0, 6.454245223179915)	(4.0, 4.811047628942848)	(5.0, 3.73622778183368)	(6.0, 3.0066401770743343)	(7.0, 2.5112617897176155)	(8.0, 2.1850382977069933)	(9.0, 1.9017294475197737)	('>10', 22.601061782508662)	('>50', 5.836354310291159)	('>100', 7.813409706943389)	('>500', 1.6580458788762464)	('>1k', 1.2828401158600657)	('>5k', 0.05802304044230967)	('>10k+', 0.019918061414797208)
fastp | SRR35329986_2	(1.0, 32.986265194972816)	(2.0, 13.498765273616478)	(3.0, 8.043905112573208)	(4.0, 5.4870193738104565)	(5.0, 3.8966387322617804)	(6.0, 3.049134810675506)	(7.0, 2.535891766436397)	(8.0, 2.0226891493013515)	(9.0, 1.6969866307458714)	('>10', 17.102254182144044)	('>50', 3.8368825660871146)	('>100', 4.75642742596576)	('>500', 0.686673552324575)	('>1k', 0.3260507909174772)	('>5k', 0.010031197466973334)	('>10k+', 0.06438424070041403)
fastp | SRR35329987_1	(1.0, 23.827858119466132)	(2.0, 9.433384185301419)	(3.0, 6.041785140139379)	(4.0, 4.55659855332631)	(5.0, 3.500203733088133)	(6.0, 2.89369404642075)	(7.0, 2.4991179075069536)	(8.0, 2.1920803210962037)	(9.0, 1.9504818379843982)	('>10', 23.297186574742394)	('>50', 6.498009631492425)	('>100', 9.28632038909525)	('>500', 2.0886412640099232)	('>1k', 1.8020609097819589)	('>5k', 0.08964286771724761)	('>10k+', 0.042934518831555524)
fastp | SRR35329987_2	(1.0, 27.883567997000153)	(2.0, 12.202425058782767)	(3.0, 7.776969581587478)	(4.0, 5.552632447510191)	(5.0, 3.9506483115483526)	(6.0, 3.248071528267385)	(7.0, 2.6153725703692605)	(8.0, 2.181464707616577)	(9.0, 1.8847411601802269)	('>10', 19.944211720942683)	('>50', 4.710567212618213)	('>100', 6.189465375617196)	('>500', 1.1343081341579213)	('>1k', 0.5695774562422335)	('>5k', 0.0100390671699923)	('>10k+', 0.14593767038935132)
fastp | SRR35329988_1	(1.0, 24.8942693965434)	(2.0, 9.924019241349983)	(3.0, 6.257497266730053)	(4.0, 4.647650723192825)	(5.0, 3.590894833573942)	(6.0, 2.963527302143321)	(7.0, 2.5055920431278786)	(8.0, 2.2030627776672516)	(9.0, 1.9299284912024472)	('>10', 22.985627326504147)	('>50', 6.1093942776208605)	('>100', 8.503285068993511)	('>500', 1.8545112840890585)	('>1k', 1.521125014794909)	('>5k', 0.08923926291013438)	('>10k+', 0.02037568955632742)
fastp | SRR35329988_2	(1.0, 32.67876305741469)	(2.0, 13.518873526337119)	(3.0, 8.095886453310698)	(4.0, 5.507631036310354)	(5.0, 3.9779337269443826)	(6.0, 3.1499347760508)	(7.0, 2.4743355219459957)	(8.0, 1.9455994956410803)	(9.0, 1.725047287128339)	('>10', 17.16577136162145)	('>50', 3.9677173913850132)	('>100', 4.701613559962333)	('>500', 0.6962738672803745)	('>1k', 0.28557382613951665)	('>5k', 0.020701952240357296)	('>10k+', 0.0883431602873907)
fastp | SRR35329989_1	(1.0, 24.209927752131684)	(2.0, 9.714280141412459)	(3.0, 6.226568874711864)	(4.0, 4.601391655365304)	(5.0, 3.6438599378540446)	(6.0, 2.9942288245137663)	(7.0, 2.567672526580962)	(8.0, 2.1384253702815452)	(9.0, 1.8761655570024658)	('>10', 23.561382930985953)	('>50', 6.411547168593545)	('>100', 8.665805490253744)	('>500', 1.8810947808219152)	('>1k', 1.377652222286192)	('>5k', 0.08023197904358001)	('>10k+', 0.04976478816079193)
fastp | SRR35329989_2	(1.0, 32.87959518939009)	(2.0, 13.110291616877785)	(3.0, 7.96414411529619)	(4.0, 5.450989974025173)	(5.0, 3.9466952671529736)	(6.0, 3.0256053111734547)	(7.0, 2.5463562070292256)	(8.0, 2.0514777278978804)	(9.0, 1.753166435861712)	('>10', 17.558684319333498)	('>50', 3.9529502724914622)	('>100', 4.694308278611984)	('>500', 0.671929304169392)	('>1k', 0.3060138554463117)	('>5k', 0.0)	('>10k+', 0.08779212524285013)
fastp | SRR35329990_1	(1.0, 23.39602186843645)	(2.0, 9.717782601887933)	(3.0, 6.34784208238868)	(4.0, 4.546083668739132)	(5.0, 3.6356294494556027)	(6.0, 2.9685774599623556)	(7.0, 2.4721050698199942)	(8.0, 2.237442206354833)	(9.0, 1.9507102015527022)	('>10', 23.351362870646327)	('>50', 6.0524014179103265)	('>100', 8.922491475738125)	('>500', 2.080748656414785)	('>1k', 2.0763106653854506)	('>5k', 0.13484142691181347)	('>10k+', 0.10964887839543132)
fastp | SRR35329990_2	(1.0, 30.77797334593873)	(2.0, 13.111576396251506)	(3.0, 7.69167842650403)	(4.0, 5.216176981926914)	(5.0, 3.957567349735839)	(6.0, 3.0364817380371703)	(7.0, 2.4733711579988165)	(8.0, 2.07846554041629)	(9.0, 1.769003444896965)	('>10', 17.951477005670373)	('>50', 4.194652555301569)	('>100', 5.685485233395161)	('>500', 1.135123719036098)	('>1k', 0.7901229971915635)	('>5k', 0.01461373947245067)	('>10k+', 0.11623036822643801)
fastp | SRR35329991_1	(1.0, 22.461205223254073)	(2.0, 9.287936167931043)	(3.0, 6.076542088649731)	(4.0, 4.385216214855068)	(5.0, 3.4734232688738444)	(6.0, 2.8864409267235485)	(7.0, 2.4851089701643434)	(8.0, 2.0850188277406523)	(9.0, 1.8626126224200918)	('>10', 23.856384500484683)	('>50', 6.6343963629111755)	('>100', 9.472377586540125)	('>500', 2.3137919555587896)	('>1k', 2.4960001293980536)	('>5k', 0.17793938622944486)	('>10k+', 0.045605768265553535)
fastp | SRR35329991_2	(1.0, 29.622082284376194)	(2.0, 12.51804070755475)	(3.0, 7.638278803191814)	(4.0, 5.293935355028023)	(5.0, 3.9670628526007508)	(6.0, 3.1500618853227227)	(7.0, 2.556233682701886)	(8.0, 2.138253609550848)	(9.0, 1.7743463018032475)	('>10', 18.456684609592568)	('>50', 4.43281216440121)	('>100', 6.142805864153764)	('>500', 1.2730783379612798)	('>1k', 0.7663017340971481)	('>5k', 0.01799084345955748)	('>10k+', 0.25203096420421883)
fastp | SRR35329992_1	(1.0, 23.02823587910811)	(2.0, 9.313719120083785)	(3.0, 5.911312097502618)	(4.0, 4.39024341362235)	(5.0, 3.5000275010379824)	(6.0, 2.9632424900213703)	(7.0, 2.454566752958511)	(8.0, 2.1396073456298077)	(9.0, 1.847326205472112)	('>10', 23.980703606346072)	('>50', 6.8407765082520005)	('>100', 9.301033497608808)	('>500', 2.1853141485207894)	('>1k', 1.9311184744975955)	('>5k', 0.10819733030126581)	('>10k+', 0.10457562903685944)
fastp | SRR35329992_2	(1.0, 30.121626733766778)	(2.0, 12.761313833947627)	(3.0, 7.905989774384013)	(4.0, 5.535178425490867)	(5.0, 3.9720944824970212)	(6.0, 3.1711639985837237)	(7.0, 2.5896281105395547)	(8.0, 2.1117093894897514)	(9.0, 1.7159352359338)	('>10', 18.61916077432574)	('>50', 4.3602553256321865)	('>100', 5.645783109151507)	('>500', 0.9145077852000965)	('>1k', 0.46216485712375743)	('>5k', 0.017840205985648713)	('>10k+', 0.09564795794797955)
fastp | SRR35329993_1	(1.0, 22.183479614505057)	(2.0, 9.353862162529621)	(3.0, 5.837927963835205)	(4.0, 4.361587383046125)	(5.0, 3.4832505701566414)	(6.0, 2.9101705582431987)	(7.0, 2.4266950413736095)	(8.0, 2.093583061318877)	(9.0, 1.8658961259476299)	('>10', 23.839432977017132)	('>50', 6.960146664750874)	('>100', 10.003066474135261)	('>500', 2.31559458307686)	('>1k', 2.194002805459346)	('>5k', 0.12291339653320808)	('>10k+', 0.048390618071484766)
fastp | SRR35329993_2	(1.0, 28.91048075072371)	(2.0, 12.56353958010766)	(3.0, 7.752666460385599)	(4.0, 5.42849178339403)	(5.0, 3.947873615456521)	(6.0, 3.0110902871008505)	(7.0, 2.605413640419239)	(8.0, 2.0842559712589868)	(9.0, 1.8682495384896354)	('>10', 19.31328341323858)	('>50', 4.753332181980256)	('>100', 5.886553646315655)	('>500', 1.0777435681917393)	('>1k', 0.5242207010233586)	('>5k', 0.019727664708061223)	('>10k+', 0.25307719720628785)
fastp | SRR35329994_1	(1.0, 22.841089742601085)	(2.0, 9.387317019310032)	(3.0, 6.011233570829398)	(4.0, 4.524630637990632)	(5.0, 3.6479988536202637)	(6.0, 3.052440226718186)	(7.0, 2.561325425350038)	(8.0, 2.157649329245665)	(9.0, 1.8944427750750386)	('>10', 23.960365404279944)	('>50', 6.577092341410952)	('>100', 9.30026221725643)	('>500', 2.0983756914420333)	('>1k', 1.8735132895598343)	('>5k', 0.08943455660190301)	('>10k+', 0.02282891870836706)
fastp | SRR35329994_2	(1.0, 31.497727083348288)	(2.0, 13.084847125226634)	(3.0, 7.682671620209915)	(4.0, 5.38978416392501)	(5.0, 3.8921901165348918)	(6.0, 3.0632969076450105)	(7.0, 2.4540025472483356)	(8.0, 2.0638613180465173)	(9.0, 1.8206229090379513)	('>10', 17.953863079355948)	('>50', 4.187094887961625)	('>100', 5.356464673717114)	('>500', 0.9371705104693203)	('>1k', 0.41133702499928876)	('>5k', 0.02223862062772777)	('>10k+', 0.18282741164640778)
fastp | SRR35329995_1	(1.0, 22.249509685294456)	(2.0, 9.392366841121568)	(3.0, 6.066119158138248)	(4.0, 4.5029552796470025)	(5.0, 3.596931921001735)	(6.0, 2.927264070413484)	(7.0, 2.4278832892231828)	(8.0, 2.1659088941052556)	(9.0, 1.9607259045852916)	('>10', 23.55397472347782)	('>50', 6.602028559587395)	('>100', 9.44502948402877)	('>500', 2.355408477247829)	('>1k', 2.466824753066597)	('>5k', 0.16211678947709063)	('>10k+', 0.12495216958430945)
fastp | SRR35329995_2	(1.0, 30.773689873031863)	(2.0, 13.029633491308843)	(3.0, 7.9960341513878745)	(4.0, 5.320241620594148)	(5.0, 3.8772872760463284)	(6.0, 3.075520629015587)	(7.0, 2.4369068570517647)	(8.0, 2.0294148427075975)	(9.0, 1.7291038216620598)	('>10', 17.570397610598352)	('>50', 4.222758724504065)	('>100', 5.868815611266098)	('>500', 1.171859871179298)	('>1k', 0.7065306638218322)	('>5k', 0.01922957409342724)	('>10k+', 0.172575381730788)
fastp | SRR35329996_1	(1.0, 29.081564891179884)	(2.0, 10.833789608423007)	(3.0, 6.48355236335449)	(4.0, 4.780422021955333)	(5.0, 3.6311852858473013)	(6.0, 2.8139613871347695)	(7.0, 2.4092332572175494)	(8.0, 2.0300877709751726)	(9.0, 1.8060066549574154)	('>10', 20.805486390855393)	('>50', 5.282546928693136)	('>100', 7.295871011440173)	('>500', 1.5386545674437142)	('>1k', 1.1219094554172018)	('>5k', 0.06513206503903171)	('>10k+', 0.020596340066358517)
fastp | SRR35329996_2	(1.0, 30.23972678609152)	(2.0, 13.01744862580276)	(3.0, 7.95688143348304)	(4.0, 5.499696317308144)	(5.0, 4.032026752816704)	(6.0, 3.221582736999714)	(7.0, 2.5699409223743768)	(8.0, 2.15713146726073)	(9.0, 1.7623415094857935)	('>10', 18.667565541302793)	('>50', 4.191215990595007)	('>100', 5.180398045438672)	('>500', 0.8711812179360678)	('>1k', 0.47991349854952803)	('>5k', 0.008789225971587216)	('>10k+', 0.144159928583622)
