Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
fastqc_fastp_trim | SRR30333760_1 - polya	(1, 0.0030365870847897797)	(2, 0.006740042159837282)	(3, 0.00915159430172868)	(4, 0.012572061115227701)	(5, 0.015074661654312958)	(6, 0.01716877478977171)	(7, 0.019853472123244686)	(8, 0.02417704060620712)	(9, 0.030850642043767803)	(10, 0.04368846604810191)	(15, 0.060910393415694895)	(20, 0.07797286304982405)	(25, 0.09188062875956057)	(30, 0.10737805026895204)	(35, 0.12187049433472266)	(40, 0.13611883026531402)	(45, 0.1499734433972293)	(50, 0.16365580280472372)	(55, 0.1763671433599831)	(60, 0.18801592451231525)	(65, 0.20018589621939498)	(70, 0.21464044446579295)	(75, 0.2263645251033719)	(80, 0.23836027447203745)	(85, 0.25028515373694116)	(90, 0.26108693871862126)	(95, 0.27107125673955)	(100, 0.2818262871388873)	(105, 0.29121903665480514)	(110, 0.3007604165272232)	(115, 0.31005719611096366)	(120, 0.3188465654379103)	(125, 0.32668558635955236)	(130, 0.3342539228571046)	(135, 0.34220023324138593)	(140, 0.3463628675303895)
fastqc_fastp_trim | SRR30333760_2 - polya	(1, 0.006762189067262815)	(2, 0.009316465723674316)	(3, 0.010635437099239406)	(4, 0.0122964551561544)	(5, 0.013863964048383807)	(6, 0.015249376146225497)	(7, 0.016425623007270487)	(8, 0.01951880774436996)	(9, 0.022629217853911518)	(10, 0.02952133544473746)	(15, 0.04101754901258259)	(20, 0.053337627536657564)	(25, 0.06597711368115856)	(30, 0.07812346202031768)	(35, 0.08982244282948101)	(40, 0.10222028160629452)	(45, 0.11404131648304747)	(50, 0.12569255840287133)	(55, 0.1374786503812418)	(60, 0.14926720312710395)	(65, 0.16190422850411323)	(70, 0.17427893606650452)	(75, 0.18467420225855147)	(80, 0.19589973140230676)	(85, 0.20706570997276225)	(90, 0.21776709564077992)	(95, 0.22746350386517672)	(100, 0.2370777224553499)	(105, 0.24659154173186063)	(110, 0.2552199768648483)	(115, 0.2635437689823604)	(120, 0.2712331752405056)	(125, 0.2789550636295415)	(130, 0.28605683861066244)	(135, 0.292419399037269)	(140, 0.29610907381436286)
fastqc_fastp_trim | SRR30333761_1 - polya	(1, 0.0029343454869032825)	(2, 0.006539742113844283)	(3, 0.009106091814275269)	(4, 0.012338682252306426)	(5, 0.01470780545279801)	(6, 0.016622345622941462)	(7, 0.019020331238058328)	(8, 0.023085121297785005)	(9, 0.02893938106427893)	(10, 0.0409764510837512)	(15, 0.05658283971188287)	(20, 0.07175148171819781)	(25, 0.0845731283752339)	(30, 0.09853772665143098)	(35, 0.11169321523763279)	(40, 0.12437824646544256)	(45, 0.13681698508844994)	(50, 0.14930863813827036)	(55, 0.16095847076152014)	(60, 0.17158657390703508)	(65, 0.18227047772082555)	(70, 0.19533745490217647)	(75, 0.2056932892697263)	(80, 0.2158903803568371)	(85, 0.22618945197562387)	(90, 0.23594494811896788)	(95, 0.24482783726014104)	(100, 0.2543283820742951)	(105, 0.26271579976440096)	(110, 0.2712508968093394)	(115, 0.27951372507631284)	(120, 0.28692030170940297)	(125, 0.29346629734641605)	(130, 0.29982853561031486)	(135, 0.3065072983546043)	(140, 0.31019880118517734)
fastqc_fastp_trim | SRR30333761_2 - polya	(1, 0.006289601187091872)	(2, 0.008526438320550932)	(3, 0.00977233255187544)	(4, 0.011354954953828194)	(5, 0.012964034569187453)	(6, 0.014236386013918467)	(7, 0.015451012629398924)	(8, 0.018520049384553504)	(9, 0.021723777407959385)	(10, 0.02885423694113436)	(15, 0.04051224724852798)	(20, 0.05261954914358842)	(25, 0.06496207971784487)	(30, 0.07641035647896148)	(35, 0.08767343274623254)	(40, 0.0993891678828767)	(45, 0.11099715000491983)	(50, 0.12246851669773666)	(55, 0.1337445810515891)	(60, 0.14471759005187612)	(65, 0.15680901761889263)	(70, 0.1687296758993763)	(75, 0.17866411901339704)	(80, 0.18887034986513918)	(85, 0.19879180489257856)	(90, 0.20852469214446612)	(95, 0.21755959000266573)	(100, 0.2267373568132604)	(105, 0.23567171726051525)	(110, 0.24382631147264386)	(115, 0.25142241796177334)	(120, 0.2583647907596402)	(125, 0.26539615600260175)	(130, 0.2718858699310956)	(135, 0.2775958176244631)	(140, 0.28084332031005066)
fastqc_fastp_trim | SRR30333762_1 - polya	(1, 0.002833274775668374)	(2, 0.006415948239804394)	(3, 0.008853361249803812)	(4, 0.012182085656718238)	(5, 0.014544807767534834)	(6, 0.016499219629485338)	(7, 0.019013813235307004)	(8, 0.023196503589545028)	(9, 0.029664735458777396)	(10, 0.04221181064283569)	(15, 0.05882705013571834)	(20, 0.07508775682714654)	(25, 0.08878009246534142)	(30, 0.10416840945431427)	(35, 0.11857479008869694)	(40, 0.1326077162271655)	(45, 0.14627814253493343)	(50, 0.1597464054755799)	(55, 0.1722889992056872)	(60, 0.1843441103337946)	(65, 0.19674279959814306)	(70, 0.21138470553461555)	(75, 0.22274817893629004)	(80, 0.23416592772470407)	(85, 0.2456359601425461)	(90, 0.25657618511551794)	(95, 0.26648766743707836)	(100, 0.2772889673375702)	(105, 0.28651030575068137)	(110, 0.29624999900412136)	(115, 0.30538618979216414)	(120, 0.31366941051153907)	(125, 0.3212171748436271)	(130, 0.32849356224201764)	(135, 0.3361568484981752)	(140, 0.34038883484587384)
fastqc_fastp_trim | SRR30333762_2 - polya	(1, 0.006099756766597114)	(2, 0.008372849798394325)	(3, 0.009612718724829166)	(4, 0.011121474888322167)	(5, 0.012707411647637418)	(6, 0.013932342394235695)	(7, 0.015149804050915691)	(8, 0.01789344974756468)	(9, 0.021013039636767202)	(10, 0.02741703733270235)	(15, 0.03788969727678973)	(20, 0.0491072744553938)	(25, 0.06082478271919488)	(30, 0.07196717105928824)	(35, 0.08286108767476674)	(40, 0.0941882115055056)	(45, 0.10550836418565408)	(50, 0.1165561440534492)	(55, 0.12791812363714009)	(60, 0.13874033698940308)	(65, 0.14997683586246677)	(70, 0.1611844542545131)	(75, 0.171307062851097)	(80, 0.1819445407127145)	(85, 0.19258998560357818)	(90, 0.20294214423031726)	(95, 0.21211169695332838)	(100, 0.22156955654718513)	(105, 0.2307938825962636)	(110, 0.23910100440337706)	(115, 0.24685342179922606)	(120, 0.25431255293095056)	(125, 0.26190114828792527)	(130, 0.26892856602237303)	(135, 0.2749058297143103)	(140, 0.27851489396282425)
fastqc_fastp_trim | SRR30333763_1 - polya	(1, 0.0031349872639379853)	(2, 0.006876291405009404)	(3, 0.00947076362344084)	(4, 0.013049913250860294)	(5, 0.015555082983512387)	(6, 0.017587889567700063)	(7, 0.020368016953935923)	(8, 0.02489894307452995)	(9, 0.0316647814050228)	(10, 0.044431276766804445)	(15, 0.06128970602961218)	(20, 0.07782241622586686)	(25, 0.09196275982940123)	(30, 0.10750233238117299)	(35, 0.12192233376912162)	(40, 0.13586386183852622)	(45, 0.15008833778392638)	(50, 0.16349076084707354)	(55, 0.1762252953192079)	(60, 0.18769314453252461)	(65, 0.1996493373391295)	(70, 0.2144185584477837)	(75, 0.22611530403254537)	(80, 0.23762216433175526)	(85, 0.24954921632721105)	(90, 0.2602039429068528)	(95, 0.27000277566226194)	(100, 0.2804615067862722)	(105, 0.2896601328346275)	(110, 0.29928177065772715)	(115, 0.30827265092337475)	(120, 0.316609742990501)	(125, 0.3242935168721889)	(130, 0.3315265482072326)	(135, 0.33844185069813515)	(140, 0.34233167897345007)
fastqc_fastp_trim | SRR30333763_2 - polya	(1, 0.006063168771334335)	(2, 0.00834508228953807)	(3, 0.0098632245477869)	(4, 0.011700975702509168)	(5, 0.013538726857231434)	(6, 0.015132071208768132)	(7, 0.01681471804608417)	(8, 0.020217612767360185)	(9, 0.023944816515940128)	(10, 0.0328327639164)	(15, 0.04762595569228968)	(20, 0.062362275885130394)	(25, 0.07715405762177094)	(30, 0.09096492205408784)	(35, 0.10402329554044301)	(40, 0.11737965732145136)	(45, 0.1300046787452352)	(50, 0.14227578031748303)	(55, 0.15444864915537354)	(60, 0.1663691209676667)	(65, 0.17926721999270212)	(70, 0.1919759037452687)	(75, 0.2022278291127373)	(80, 0.21290746638578056)	(85, 0.22392974319636672)	(90, 0.23474897435507563)	(95, 0.2443269009614517)	(100, 0.25368345140571164)	(105, 0.26306115243870865)	(110, 0.2712807412350726)	(115, 0.278930674174781)	(120, 0.2862638182965142)	(125, 0.293812698423367)	(130, 0.30055550611279036)	(135, 0.306678366545672)	(140, 0.3102086348124543)
fastqc_fastp_trim | SRR30333764_1 - polya	(1, 0.0032259198863284176)	(2, 0.006985768006344756)	(3, 0.009503922559644998)	(4, 0.012851528415511593)	(5, 0.01518094554667099)	(6, 0.017021135412544245)	(7, 0.019616274966980884)	(8, 0.023850450029482773)	(9, 0.030312223350673337)	(10, 0.04264075043588411)	(15, 0.05936338271498981)	(20, 0.0759578722180104)	(25, 0.08982411261624237)	(30, 0.10470804506175488)	(35, 0.11897013736905597)	(40, 0.13305938593187017)	(45, 0.14689979910391443)	(50, 0.1607893833412007)	(55, 0.17345962449597171)	(60, 0.18473867217859408)	(65, 0.19669469119379004)	(70, 0.21120859895642113)	(75, 0.2225328442848719)	(80, 0.23410443497181257)	(85, 0.24567205223933972)	(90, 0.2564757796246231)	(95, 0.26630949599558795)	(100, 0.27678690631153835)	(105, 0.2860176562865058)	(110, 0.29547538784546895)	(115, 0.3045313073662428)	(120, 0.3127994964882919)	(125, 0.3203023056958173)	(130, 0.3274564473498088)	(135, 0.33459022522930604)	(140, 0.33840123112427106)
fastqc_fastp_trim | SRR30333764_2 - polya	(1, 0.006193567510779887)	(2, 0.008627286901543435)	(3, 0.010080068374601268)	(4, 0.011701720172732489)	(5, 0.013360622777865193)	(6, 0.014634600377315907)	(7, 0.01594831217090154)	(8, 0.01898797802222254)	(9, 0.022377801459357482)	(10, 0.030210901155629306)	(15, 0.04311905079778315)	(20, 0.05621693121693122)	(25, 0.06936497605617462)	(30, 0.08165774236666397)	(35, 0.09367534938276903)	(40, 0.10620403747093443)	(45, 0.11839548158637976)	(50, 0.13004356059703012)	(55, 0.14143088395867007)	(60, 0.1529046291925535)	(65, 0.16498928766126125)	(70, 0.1768668316430407)	(75, 0.18717537163391776)	(80, 0.19800095282597535)	(85, 0.20908381292505657)	(90, 0.21957562688638088)	(95, 0.2291053766722136)	(100, 0.2387245283948498)	(105, 0.24820808718000067)	(110, 0.2571512609249167)	(115, 0.2653707756591505)	(120, 0.27292672935133133)	(125, 0.28051198701168656)	(130, 0.28735322188686563)	(135, 0.2933967928147862)	(140, 0.29682188034921586)
fastqc_fastp_trim | SRR30333765_1 - polya	(1, 0.0030579709479789754)	(2, 0.006784405365826112)	(3, 0.009298626177867553)	(4, 0.012803070861318174)	(5, 0.015337245806788516)	(6, 0.017447395416894725)	(7, 0.02027838809711996)	(8, 0.02501749478648379)	(9, 0.03194656761966943)	(10, 0.045153210829587107)	(15, 0.06266346176678288)	(20, 0.07978061627542929)	(25, 0.09407825173057212)	(30, 0.10987194833954672)	(35, 0.12459759995673943)	(40, 0.13919953594667298)	(45, 0.1538693159902648)	(50, 0.16797838488450448)	(55, 0.18116158198764323)	(60, 0.19310063887148998)	(65, 0.20581940351907108)	(70, 0.22156620791448772)	(75, 0.23377813757297475)	(80, 0.2456368790697702)	(85, 0.2576811940074545)	(90, 0.26886598464768885)	(95, 0.27929800560431794)	(100, 0.29037703933737913)	(105, 0.299833303169335)	(110, 0.30940530097517843)	(115, 0.3186969432063459)	(120, 0.32719939946040033)	(125, 0.3346757144028736)	(130, 0.3419928951312513)	(135, 0.34956000138082605)	(140, 0.35376433729429535)
fastqc_fastp_trim | SRR30333765_2 - polya	(1, 0.006110953362600726)	(2, 0.008465541107210964)	(3, 0.00987480178062705)	(4, 0.011693122189335593)	(5, 0.013379246464077671)	(6, 0.014593954336561979)	(7, 0.016045617543514478)	(8, 0.018976380890884215)	(9, 0.022376066373833107)	(10, 0.030369193372114862)	(15, 0.043305956927406665)	(20, 0.05674057611174953)	(25, 0.07013229390922027)	(30, 0.08289994618370214)	(35, 0.09492430698795748)	(40, 0.10745201080795683)	(45, 0.1195990895327999)	(50, 0.1314563344695882)	(55, 0.14367325266143244)	(60, 0.15557090471841425)	(65, 0.16806718077826308)	(70, 0.1805235485712541)	(75, 0.19083684243398125)	(80, 0.20190190827364224)	(85, 0.2127060738187203)	(90, 0.22368234376462262)	(95, 0.23348580951824136)	(100, 0.24307277292415655)	(105, 0.25254899088954125)	(110, 0.2611796524508764)	(115, 0.2690286108351344)	(120, 0.27615173761591605)	(125, 0.2836395261851109)	(130, 0.2904867870712381)	(135, 0.2965643172603453)	(140, 0.3000627757037673)
fastqc_fastp_trim | SRR30333766_1 - polya	(1, 0.0035214810230542234)	(2, 0.007174961652436401)	(3, 0.009794818245826804)	(4, 0.013105994811341577)	(5, 0.01560727548718314)	(6, 0.017522388419670062)	(7, 0.020162380546229135)	(8, 0.02452284211797798)	(9, 0.031198890004123982)	(10, 0.043857875979121067)	(15, 0.060710869785005984)	(20, 0.07757102289157308)	(25, 0.09163099451881702)	(30, 0.10659438040089533)	(35, 0.12070849423954837)	(40, 0.13472551006269914)	(45, 0.14886557636632514)	(50, 0.1629282327313249)	(55, 0.17572682506962473)	(60, 0.1872027366068893)	(65, 0.19941426628924921)	(70, 0.2146689462178343)	(75, 0.22639274854121977)	(80, 0.2379559140555485)	(85, 0.24965823847688742)	(90, 0.26073322917594904)	(95, 0.27079070426555385)	(100, 0.2813238253942319)	(105, 0.2907544142178521)	(110, 0.3004713750687601)	(115, 0.30997534672437277)	(120, 0.3186962698678704)	(125, 0.32672497812665846)	(130, 0.3342288201541831)	(135, 0.3415407034321665)	(140, 0.3455928676182884)
fastqc_fastp_trim | SRR30333766_2 - polya	(1, 0.006259913533993467)	(2, 0.008671702951307605)	(3, 0.010334003078454548)	(4, 0.012271488825573326)	(5, 0.014229110105860776)	(6, 0.016032358965188415)	(7, 0.017831133261589683)	(8, 0.021630037186078928)	(9, 0.025699652167613638)	(10, 0.03562691747606104)	(15, 0.0521998036427551)	(20, 0.06856641245854346)	(25, 0.08433611457995387)	(30, 0.09885651873232142)	(35, 0.11287532438064277)	(40, 0.1268149302651673)	(45, 0.13970346131828726)	(50, 0.15295622179361376)	(55, 0.1655709095956398)	(60, 0.17802719787007226)	(65, 0.1925860832636066)	(70, 0.20694943025725848)	(75, 0.21763737126318902)	(80, 0.22871370433112856)	(85, 0.24015068717093366)	(90, 0.25114737301878376)	(95, 0.2609471132838296)	(100, 0.2709414970361726)	(105, 0.2806566680619099)	(110, 0.28969215297913153)	(115, 0.29771683413128586)	(120, 0.3051021002412617)	(125, 0.31277955531032964)	(130, 0.31986457824794595)	(135, 0.3260090480584391)	(140, 0.3296030170009005)
fastqc_fastp_trim | SRR30333767_1 - polya	(1, 0.0031220724585133072)	(2, 0.006806788343215746)	(3, 0.009337486647394094)	(4, 0.012569693563799743)	(5, 0.014777171176337525)	(6, 0.016745226054326743)	(7, 0.01950337595632623)	(8, 0.023712427629690027)	(9, 0.030215149100029096)	(10, 0.04238835861541641)	(15, 0.05881850435107725)	(20, 0.07488807944850792)	(25, 0.08825648725476169)	(30, 0.10299343541169506)	(35, 0.11662472938048314)	(40, 0.12981692205410916)	(45, 0.14344869486836634)	(50, 0.15684152379354405)	(55, 0.16925367719801082)	(60, 0.1803336825074494)	(65, 0.19211375989270799)	(70, 0.20636707412585326)	(75, 0.2174317563802807)	(80, 0.2284236541234054)	(85, 0.23949073060517828)	(90, 0.25012253655554195)	(95, 0.2597367958840741)	(100, 0.2697896776622994)	(105, 0.2785817593203918)	(110, 0.2877277077801471)	(115, 0.2967027084074346)	(120, 0.3049972696231352)	(125, 0.31236239178331815)	(130, 0.3193109183853867)	(135, 0.32632504681672153)	(140, 0.3302309893081468)
fastqc_fastp_trim | SRR30333767_2 - polya	(1, 0.006236962234990158)	(2, 0.008535420486656396)	(3, 0.00980914943445477)	(4, 0.011525810441167992)	(5, 0.013309509813554813)	(6, 0.014616757944189986)	(7, 0.016091601989009156)	(8, 0.019247193630359264)	(9, 0.02250573704756525)	(10, 0.03043733339769016)	(15, 0.043538066586718625)	(20, 0.056874870592011975)	(25, 0.07035772246537995)	(30, 0.08302270627753001)	(35, 0.09529120604126766)	(40, 0.10763249031630809)	(45, 0.11936659853653334)	(50, 0.13122472773325472)	(55, 0.14271510360970954)	(60, 0.1542959812798237)	(65, 0.16715106674320532)	(70, 0.1797336891346707)	(75, 0.18996182835458544)	(80, 0.20057974778634527)	(85, 0.21132456126741586)	(90, 0.22173466176558754)	(95, 0.23126751736437323)	(100, 0.24074195381592914)	(105, 0.24995925025057986)	(110, 0.2582202922834436)	(115, 0.2659167755082418)	(120, 0.27297208464991896)	(125, 0.28041286439421925)	(130, 0.2873240410496982)	(135, 0.2933924496795662)	(140, 0.29682912361127634)
fastqc_fastp_trim | SRR30333768_1 - polya	(1, 0.001767643482989033)	(2, 0.003987531378407173)	(3, 0.006017768391193751)	(4, 0.008738529130484986)	(5, 0.011011908300491514)	(6, 0.012823317371780139)	(7, 0.015429801297177997)	(8, 0.019251996008675602)	(9, 0.02509956488981539)	(10, 0.03636725873970229)	(15, 0.050287147240544394)	(20, 0.06387101328010854)	(25, 0.07491696148261086)	(30, 0.08738529130484986)	(35, 0.09895156372380286)	(40, 0.1101234595637451)	(45, 0.12125839779578991)	(50, 0.13236902181211274)	(55, 0.14256008218982968)	(60, 0.15147902280097186)	(65, 0.16091731505993587)	(70, 0.1725886248908079)	(75, 0.181847964522058)	(80, 0.19106062085912193)	(85, 0.2004750851866784)	(90, 0.20888148213040086)	(95, 0.21710065961306407)	(100, 0.2256130665373345)	(105, 0.2329224060676806)	(110, 0.24035380296095116)	(115, 0.24758630956961575)	(120, 0.25407091090267186)	(125, 0.2598144149405215)	(130, 0.2655520835665978)	(135, 0.27143271978111955)	(140, 0.2745950266779222)
fastqc_fastp_trim | SRR30333768_2 - polya	(1, 0.006095573881504134)	(2, 0.008979239866132737)	(3, 0.010399190064297242)	(4, 0.012067145262826096)	(5, 0.013888280020403517)	(6, 0.01532281874800122)	(7, 0.016740337524593526)	(8, 0.019526746646334147)	(9, 0.022580612141016712)	(10, 0.03010634819128859)	(15, 0.041818505904573554)	(20, 0.053926985334127056)	(25, 0.0653502901646347)	(30, 0.07592940542527471)	(35, 0.08650511669571365)	(40, 0.09708520452498252)	(45, 0.10712065392207873)	(50, 0.11740167689796706)	(55, 0.1273816898832171)	(60, 0.13729313678013116)	(65, 0.1493121398958277)	(70, 0.16203333756157545)	(75, 0.17051170458383508)	(80, 0.1796300217638976)	(85, 0.18868512198308302)	(90, 0.19719412491715235)	(95, 0.2049630031246442)	(100, 0.21279947485184314)	(105, 0.22035536052961033)	(110, 0.22713708157878915)	(115, 0.23365231882365492)	(120, 0.23975907724439116)	(125, 0.24576031196889395)	(130, 0.251460050418444)	(135, 0.25636860428840036)	(140, 0.2592138538121882)
