Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
fastqc_fastp_trim | SRR30333748_1	(1.0, 22.680081421498606)	(2.0, 9.616202844815163)	(3.0, 6.324178810579108)	(4.0, 4.763286392477646)	(5.0, 3.838600162416171)	(6.0, 3.232526592288242)	(7.0, 2.7672047610953094)	(8.0, 2.395369873041288)	(9.0, 2.133788678268483)	('>10', 25.3660477767284)	('>50', 6.289116264994841)	('>100', 8.151893304717394)	('>500', 1.5401274864105734)	('>1k', 0.9015756306688404)	('>5k', 0.0)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333748_2	(1.0, 20.242455354893803)	(2.0, 9.925306291436698)	(3.0, 7.1228222253171865)	(4.0, 5.472395750171486)	(5.0, 4.494370608334583)	(6.0, 3.7133449987294296)	(7.0, 3.150271058898281)	(8.0, 2.731573156426941)	(9.0, 2.2926626410839077)	('>10', 25.591532737078133)	('>50', 5.9621749878478205)	('>100', 7.309395325382817)	('>500', 1.2190027264650354)	('>1k', 0.64296750166147)	('>5k', 0.051997263093713345)	('>10k+', 0.07772737317863274)
fastqc_fastp_trim | SRR30333749_1	(1.0, 10.135063606887242)	(2.0, 5.595192348129324)	(3.0, 6.855826701544969)	(4.0, 7.300289584990415)	(5.0, 7.075998533745883)	(6.0, 6.291025736714475)	(7.0, 5.3864536046264755)	(8.0, 4.412689532334135)	(9.0, 3.7184034457256114)	('>10', 30.32723648119174)	('>50', 5.2695213744608935)	('>100', 6.153918882468684)	('>500', 0.9942989567802981)	('>1k', 0.4840812103999762)	('>5k', 0.0)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333749_2	(1.0, 8.761753613424286)	(2.0, 4.826594333152085)	(3.0, 6.227793831882769)	(4.0, 6.679658433790819)	(5.0, 6.539028448526321)	(6.0, 6.057429417599939)	(7.0, 5.247430841486551)	(8.0, 4.432870920556771)	(9.0, 3.8726978420695515)	('>10', 33.073113197630356)	('>50', 5.877184494573963)	('>100', 6.702185741485421)	('>500', 1.0038885271622704)	('>1k', 0.602104387412471)	('>5k', 0.020505875243873727)	('>10k+', 0.07576009400256603)
fastqc_fastp_trim | SRR30333750_1	(1.0, 25.501777796111174)	(2.0, 10.04165523972365)	(3.0, 6.549922356487479)	(4.0, 4.997068352613466)	(5.0, 3.932653518804042)	(6.0, 3.176666134596727)	(7.0, 2.7582183393456057)	(8.0, 2.2941865209238315)	(9.0, 2.0394928929191574)	('>10', 23.570911203480556)	('>50', 5.881109344523167)	('>100', 7.319482066713226)	('>500', 1.2348243517297879)	('>1k', 0.6902848293011317)	('>5k', 0.011747052726986602)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333750_2	(1.0, 22.75716019961791)	(2.0, 10.666898282408862)	(3.0, 7.6055098895806)	(4.0, 5.813131469803429)	(5.0, 4.485111618218441)	(6.0, 3.5644231586759196)	(7.0, 3.0873931019234155)	(8.0, 2.617207692625681)	(9.0, 2.223243721332154)	('>10', 23.5197887469594)	('>50', 5.480845542989341)	('>100', 6.5412621579665275)	('>500', 1.0228640647563756)	('>1k', 0.5618827042459598)	('>5k', 0.0)	('>10k+', 0.053277648895772606)
fastqc_fastp_trim | SRR30333751_1	(1.0, 24.17444048210731)	(2.0, 10.114858952206948)	(3.0, 6.808944498530545)	(4.0, 4.973629506275621)	(5.0, 4.07020123928081)	(6.0, 3.4003189232213864)	(7.0, 2.733995420762352)	(8.0, 2.365465467381242)	(9.0, 2.046925882556719)	('>10', 24.071031293639336)	('>50', 6.034714606150692)	('>100', 7.48262935111402)	('>500', 1.1887029630225507)	('>1k', 0.5341414137503646)	('>5k', 0.0)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333751_2	(1.0, 21.162496943045976)	(2.0, 10.51043952080052)	(3.0, 7.6180643932555565)	(4.0, 5.706689532931266)	(5.0, 4.600948991701091)	(6.0, 3.7143572208047733)	(7.0, 3.082686396835415)	(8.0, 2.582629225209929)	(9.0, 2.311366616154907)	('>10', 24.660273153568834)	('>50', 5.825961369676946)	('>100', 6.834263968686565)	('>500', 0.8828705056119472)	('>1k', 0.4213591337508328)	('>5k', 0.02133140215104458)	('>10k+', 0.06426162581443402)
fastqc_fastp_trim | SRR30333752_1	(1.0, 24.578361807513904)	(2.0, 9.662877431883214)	(3.0, 6.462257750180127)	(4.0, 4.843097268585386)	(5.0, 3.9504454446278987)	(6.0, 3.1996732085165047)	(7.0, 2.6503675413387002)	(8.0, 2.3584446407984334)	(9.0, 2.118491451104561)	('>10', 24.02736829753319)	('>50', 6.0134772208322165)	('>100', 7.822989682703528)	('>500', 1.4430901276621224)	('>1k', 0.8471986067895337)	('>5k', 0.021859519930595248)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333752_2	(1.0, 21.917774712497902)	(2.0, 10.102972552724882)	(3.0, 7.205330830184173)	(4.0, 5.512022135239373)	(5.0, 4.35588276400013)	(6.0, 3.7393451071615775)	(7.0, 2.978600603792027)	(8.0, 2.6295731437012213)	(9.0, 2.2204285752148665)	('>10', 24.47129994324991)	('>50', 5.719574812868997)	('>100', 7.196321603602068)	('>500', 1.154367184450135)	('>1k', 0.700854580773854)	('>5k', 0.022692332576078972)	('>10k+', 0.07295911796279157)
fastqc_fastp_trim | SRR30333753_1	(1.0, 22.33820154686879)	(2.0, 12.33706849785583)	(3.0, 8.103087706910694)	(4.0, 5.643992494648582)	(5.0, 4.204646600310501)	(6.0, 3.3103940622788026)	(7.0, 2.611080176442785)	(8.0, 2.2511528877013665)	(9.0, 1.9336878694936757)	('>10', 21.964011687723012)	('>50', 5.586951902374244)	('>100', 7.468634865540739)	('>500', 1.3068698810710653)	('>1k', 0.9267624933914774)	('>5k', 0.013457327388272308)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333753_2	(1.0, 19.310987456040102)	(2.0, 11.334232372973052)	(3.0, 8.251926382146944)	(4.0, 6.169342959094571)	(5.0, 4.63616154814551)	(6.0, 3.615273879472828)	(7.0, 2.947279953829634)	(8.0, 2.543139232697396)	(9.0, 2.1706686208977035)	('>10', 23.30840971041412)	('>50', 5.650324834727003)	('>100', 7.7876182542677395)	('>500', 1.433601682542294)	('>1k', 0.7723097701430638)	('>5k', 0.0)	('>10k+', 0.06872334260769099)
fastqc_fastp_trim | SRR30333754_1	(1.0, 16.86001459030368)	(2.0, 11.143528520021075)	(3.0, 8.371459535241032)	(4.0, 6.10721062218351)	(5.0, 4.626447330615775)	(6.0, 3.6429704595544066)	(7.0, 2.9406401905397677)	(8.0, 2.527121225877104)	(9.0, 2.10691389234534)	('>10', 24.414030498832894)	('>50', 6.350017423440931)	('>100', 8.346352466657383)	('>500', 1.554141547596837)	('>1k', 1.0091516967903655)	('>5k', 0.0)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333754_2	(1.0, 14.791101448999653)	(2.0, 9.734844447119182)	(3.0, 8.060128965831183)	(4.0, 6.424944018805448)	(5.0, 4.9811249634631825)	(6.0, 3.9638212106319424)	(7.0, 3.206996430058786)	(8.0, 2.8280482026416647)	(9.0, 2.449243124788854)	('>10', 26.040542915464915)	('>50', 6.398699198785549)	('>100', 8.50614588515801)	('>500', 1.5940294256858771)	('>1k', 0.8824082858785279)	('>5k', 0.05066612634605299)	('>10k+', 0.0872553503412797)
fastqc_fastp_trim | SRR30333755_1	(1.0, 19.334922922806836)	(2.0, 12.141924963505621)	(3.0, 9.010692928187444)	(4.0, 6.178991604888403)	(5.0, 4.545000508983128)	(6.0, 3.615642032814032)	(7.0, 2.8816713396289755)	(8.0, 2.407401150889949)	(9.0, 2.1187479384329664)	('>10', 22.201034447589468)	('>50', 5.602580167995113)	('>100', 7.550464719297313)	('>500', 1.3649414232389474)	('>1k', 1.0301617704895119)	('>5k', 0.01582208125225564)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333755_2	(1.0, 16.122573986791686)	(2.0, 11.133776883781211)	(3.0, 8.778371929357164)	(4.0, 6.550105495126844)	(5.0, 4.991490529732999)	(6.0, 3.894723250751824)	(7.0, 3.220501061128815)	(8.0, 2.7219828085216604)	(9.0, 2.2067124429282985)	('>10', 24.161858358859273)	('>50', 5.784818378312486)	('>100', 7.886081022629006)	('>500', 1.518036270508574)	('>1k', 0.9780571857727032)	('>5k', 0.0)	('>10k+', 0.05091039579730527)
fastqc_fastp_trim | SRR30333756_1	(1.0, 15.382683399253247)	(2.0, 10.608563782482666)	(3.0, 8.950421114733919)	(4.0, 6.797373249791172)	(5.0, 4.960024684376293)	(6.0, 3.8643019277594477)	(7.0, 3.108547330971303)	(8.0, 2.6398199187737945)	(9.0, 2.3218129544721218)	('>10', 24.925146649953327)	('>50', 6.026251948768635)	('>100', 8.010253013882068)	('>500', 1.4589114873619162)	('>1k', 0.9458885374199703)	('>5k', 0.0)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333756_2	(1.0, 13.750897188811816)	(2.0, 9.145203185502156)	(3.0, 8.379841265567453)	(4.0, 6.533586439896964)	(5.0, 5.168739318964077)	(6.0, 4.305153450873966)	(7.0, 3.4954263169877806)	(8.0, 2.938049048574215)	(9.0, 2.518213345772813)	('>10', 26.456865943894247)	('>50', 6.408376805770266)	('>100', 8.28994528775825)	('>500', 1.5009581598548305)	('>1k', 0.9509081817019346)	('>5k', 0.027255380811573783)	('>10k+', 0.1305806792578651)
fastqc_fastp_trim | SRR30333757_1	(1.0, 24.063961135369134)	(2.0, 9.19920506589092)	(3.0, 6.201718975907007)	(4.0, 4.5491699494782285)	(5.0, 3.77261126738118)	(6.0, 3.0427854888659627)	(7.0, 2.5229069824208765)	(8.0, 2.2900890510965484)	(9.0, 1.960190612441186)	('>10', 23.930204940479943)	('>50', 6.281115220162166)	('>100', 8.623439149382492)	('>500', 1.8177661854316125)	('>1k', 1.638320410544325)	('>5k', 0.10651556514854989)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333757_2	(1.0, 23.13359968973146)	(2.0, 10.075766384056005)	(3.0, 7.029947114051417)	(4.0, 5.181744847273503)	(5.0, 4.229765152364478)	(6.0, 3.325425123787957)	(7.0, 2.7857917438308997)	(8.0, 2.31795775151895)	(9.0, 2.0598199859406874)	('>10', 23.327854182366554)	('>50', 5.764756322868944)	('>100', 7.765291380957253)	('>500', 1.7281498121682008)	('>1k', 1.2379911146643916)	('>5k', 0.03613939441926574)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333758_1	(1.0, 22.198583160217648)	(2.0, 10.401727709822614)	(3.0, 6.673611528790438)	(4.0, 4.7519312939486955)	(5.0, 3.896568007145141)	(6.0, 3.132576593499449)	(7.0, 2.66780341300146)	(8.0, 2.2871612308139695)	(9.0, 1.9577430944242011)	('>10', 23.41022094251155)	('>50', 6.206540995888444)	('>100', 8.545133286987213)	('>500', 1.8541102066901354)	('>1k', 1.859047923075051)	('>5k', 0.1572406131843619)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333758_2	(1.0, 22.528162845787744)	(2.0, 10.669571211213071)	(3.0, 7.21520760206177)	(4.0, 5.432106878687187)	(5.0, 4.240391466934571)	(6.0, 3.4135728804132515)	(7.0, 2.7554664194202743)	(8.0, 2.369996543426996)	(9.0, 1.958614439772417)	('>10', 22.692608836957866)	('>50', 5.6434185825777075)	('>100', 7.730086380377384)	('>500', 1.751500641286296)	('>1k', 1.5554499970641373)	('>5k', 0.043845274019355084)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333759_1	(1.0, 23.83766499145051)	(2.0, 9.570158807328054)	(3.0, 6.240409563169477)	(4.0, 4.664751244480083)	(5.0, 3.8481548936468783)	(6.0, 3.180597874310044)	(7.0, 2.4915027599110786)	(8.0, 2.251315940546246)	(9.0, 1.9621786964594787)	('>10', 23.3005644115339)	('>50', 5.982323634992404)	('>100', 8.23812634373903)	('>500', 1.8879506726560777)	('>1k', 2.1920151353714243)	('>5k', 0.2693296083444903)	('>10k+', 0.0829554220606056)
fastqc_fastp_trim | SRR30333759_2	(1.0, 22.706029782181446)	(2.0, 10.467193171728868)	(3.0, 7.147029057620394)	(4.0, 5.292668061530202)	(5.0, 4.273804411864172)	(6.0, 3.4579309530421884)	(7.0, 2.7934105840907737)	(8.0, 2.4029136557452624)	(9.0, 2.119367476248648)	('>10', 22.6312551205922)	('>50', 5.4846797552648585)	('>100', 7.303887066046211)	('>500', 1.7982424149908713)	('>1k', 2.0262544333394232)	('>5k', 0.09533405571417303)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333760_1	(1.0, 22.56466226444461)	(2.0, 10.068871268516547)	(3.0, 6.710977497227173)	(4.0, 4.925194103850207)	(5.0, 3.8934201692158212)	(6.0, 3.2682945251089857)	(7.0, 2.6596307803742)	(8.0, 2.3223558668896294)	(9.0, 1.9736765441619026)	('>10', 23.88100321304421)	('>50', 6.282534784735922)	('>100', 8.203229367506719)	('>500', 1.6031318229731861)	('>1k', 1.5563271545855528)	('>5k', 0.08669063736557282)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333760_2	(1.0, 22.753154474618338)	(2.0, 10.803334562485185)	(3.0, 7.409499774676203)	(4.0, 5.603377592363139)	(5.0, 4.307209648941247)	(6.0, 3.4241542008747063)	(7.0, 2.8491705384946013)	(8.0, 2.382371141725851)	(9.0, 2.0530853998413425)	('>10', 22.993248799374438)	('>50', 5.499035971330275)	('>100', 7.199493293939539)	('>500', 1.5418920603377941)	('>1k', 1.1685308876224925)	('>5k', 0.012441653375179544)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333761_1	(1.0, 25.614056835361758)	(2.0, 9.822789716979603)	(3.0, 6.4679343225380155)	(4.0, 4.82445661208775)	(5.0, 3.749874112136341)	(6.0, 3.1295187258156263)	(7.0, 2.542768888527254)	(8.0, 2.2459778290597545)	(9.0, 1.9322112306801187)	('>10', 22.424733114160333)	('>50', 5.7015724424782075)	('>100', 7.699593160489964)	('>500', 1.7088632502282077)	('>1k', 1.9778363850499858)	('>5k', 0.15781337440683504)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333761_2	(1.0, 23.09998852203806)	(2.0, 10.687449570003672)	(3.0, 7.256029291717832)	(4.0, 5.442520000914372)	(5.0, 4.156175257067699)	(6.0, 3.329357135658865)	(7.0, 2.8262397345763626)	(8.0, 2.32375063938145)	(9.0, 2.109260728001041)	('>10', 22.521437370865158)	('>50', 5.407886728957189)	('>100', 7.299923360150086)	('>500', 1.8114391721278478)	('>1k', 1.6730002185693025)	('>5k', 0.05554226997089277)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333762_1	(1.0, 22.79858640175072)	(2.0, 10.021505564189574)	(3.0, 6.52870358189608)	(4.0, 4.883307085401633)	(5.0, 3.777111827994946)	(6.0, 3.1442539396868163)	(7.0, 2.7491139552288093)	(8.0, 2.2524612011070215)	(9.0, 1.9546843138408283)	('>10', 23.402101597193685)	('>50', 6.106924044166786)	('>100', 8.377304949407478)	('>500', 1.785638898643639)	('>1k', 2.026122329967099)	('>5k', 0.16556809279596546)	('>10k+', 0.026612216728996697)
fastqc_fastp_trim | SRR30333762_2	(1.0, 23.281820511714237)	(2.0, 10.674588567542601)	(3.0, 7.208084630915593)	(4.0, 5.387585088828638)	(5.0, 4.156894809783285)	(6.0, 3.344026864828077)	(7.0, 2.7779818730985237)	(8.0, 2.430134348276795)	(9.0, 1.983795101221784)	('>10', 22.438743938999135)	('>50', 5.3642319359206585)	('>100', 7.37896070299851)	('>500', 1.8232723047734767)	('>1k', 1.6585351747100936)	('>5k', 0.09134414638856468)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333763_1	(1.0, 22.19996142115636)	(2.0, 9.879754263318993)	(3.0, 6.563030925767121)	(4.0, 4.999652087154244)	(5.0, 3.9521281770559393)	(6.0, 3.177828518899992)	(7.0, 2.72525585241859)	(8.0, 2.2971965089389186)	(9.0, 2.00889347342567)	('>10', 23.85873345053203)	('>50', 6.2018247272153335)	('>100', 8.22680823335972)	('>500', 1.7982455556588814)	('>1k', 1.9391492346517551)	('>5k', 0.17153757044628395)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333763_2	(1.0, 22.274119926406517)	(2.0, 10.882420049536861)	(3.0, 7.40209116850327)	(4.0, 5.619296623178515)	(5.0, 4.208062050640344)	(6.0, 3.5749782571473454)	(7.0, 2.846532187580014)	(8.0, 2.40844984529463)	(9.0, 2.011470837437145)	('>10', 22.531734043361872)	('>50', 5.395064946050669)	('>100', 7.496164683793169)	('>500', 1.7511437073423235)	('>1k', 1.5175239920954158)	('>5k', 0.08094768163179718)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333764_1	(1.0, 23.19113627646718)	(2.0, 10.259837040387243)	(3.0, 6.857506197439703)	(4.0, 5.023058489122439)	(5.0, 4.13512884543999)	(6.0, 3.1993218600203757)	(7.0, 2.7014475154958797)	(8.0, 2.2659228273012966)	(9.0, 1.980559578496413)	('>10', 22.6976565476565)	('>50', 5.8929592802027235)	('>100', 7.9022501640895735)	('>500', 1.8353276489922843)	('>1k', 1.9559276554498177)	('>5k', 0.10196007343881458)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333764_2	(1.0, 23.001184602205562)	(2.0, 11.020326857732348)	(3.0, 7.683564775226078)	(4.0, 5.402929351551735)	(5.0, 4.241716882208366)	(6.0, 3.430492020239754)	(7.0, 2.9190525606239572)	(8.0, 2.3708546556727086)	(9.0, 1.9658648587989773)	('>10', 21.895850795017637)	('>50', 5.266025835448689)	('>100', 7.355806202092205)	('>500', 1.829687283776827)	('>1k', 1.5896097709446382)	('>5k', 0.027033548460363384)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333765_1	(1.0, 26.163599950623883)	(2.0, 9.91597223259291)	(3.0, 6.58481608729953)	(4.0, 4.908698903372844)	(5.0, 3.7326322963115373)	(6.0, 3.0576507073921473)	(7.0, 2.5310014244044723)	(8.0, 2.144658351274522)	(9.0, 1.9538250717144683)	('>10', 22.61585024020118)	('>50', 5.723330922945804)	('>100', 7.501134392784969)	('>500', 1.5815756046428078)	('>1k', 1.5170173927158488)	('>5k', 0.0682364217231457)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333765_2	(1.0, 24.260340967359152)	(2.0, 10.69089527971891)	(3.0, 7.373018303264041)	(4.0, 5.382454466702205)	(5.0, 4.273086166050971)	(6.0, 3.3901326472147266)	(7.0, 2.8084745687733466)	(8.0, 2.357089869813639)	(9.0, 2.023970771999995)	('>10', 22.104280063195468)	('>50', 5.464070064322719)	('>100', 7.067540379723029)	('>500', 1.5869698314020546)	('>1k', 1.217676620459568)	('>5k', 0.0)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333766_1	(1.0, 22.43687203501843)	(2.0, 9.986241702413652)	(3.0, 6.5128999227249444)	(4.0, 4.938175239823201)	(5.0, 3.9734176016144165)	(6.0, 3.1500314061631736)	(7.0, 2.6985365808259094)	(8.0, 2.282910491938949)	(9.0, 2.0237819663710277)	('>10', 23.200808105948873)	('>50', 6.019693154414224)	('>100', 8.309213621307753)	('>500', 1.8660518965357056)	('>1k', 2.32818465163691)	('>5k', 0.22473154869134498)	('>10k+', 0.04845007457162592)
fastqc_fastp_trim | SRR30333766_2	(1.0, 22.06169447530967)	(2.0, 10.809786616444105)	(3.0, 7.246711660551199)	(4.0, 5.523104162520509)	(5.0, 4.187635334043399)	(6.0, 3.3415505201228686)	(7.0, 2.79048314665333)	(8.0, 2.3238837088306816)	(9.0, 2.0279466363335543)	('>10', 22.34065056143166)	('>50', 5.435288438940335)	('>100', 7.844340994070263)	('>500', 1.952454364877877)	('>1k', 1.9870181877473303)	('>5k', 0.12745119212309308)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333767_1	(1.0, 23.18805831377748)	(2.0, 10.032181448004296)	(3.0, 6.744409148651418)	(4.0, 5.056935627574105)	(5.0, 3.985105472981902)	(6.0, 3.2466139314632105)	(7.0, 2.697842408064627)	(8.0, 2.3328401389344866)	(9.0, 2.051961562463571)	('>10', 23.23101121449574)	('>50', 5.917191569760917)	('>100', 8.048035021670884)	('>500', 1.659641829073558)	('>1k', 1.7202475281190441)	('>5k', 0.08792478496482002)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333767_2	(1.0, 23.045872015999798)	(2.0, 10.598004864069939)	(3.0, 7.477240052446475)	(4.0, 5.364030736084873)	(5.0, 4.271791066857504)	(6.0, 3.568483471465937)	(7.0, 2.872975811996313)	(8.0, 2.311081917875276)	(9.0, 2.1130792886793732)	('>10', 22.558702236684947)	('>50', 5.435409239675869)	('>100', 7.270061792119161)	('>500', 1.696260311906243)	('>1k', 1.3783527641424427)	('>5k', 0.03865442999582782)	('>10k+', 0.0)
fastqc_fastp_trim | SRR30333768_1	(1.0, 23.83470465374789)	(2.0, 10.222164108618706)	(3.0, 6.427656601293339)	(4.0, 4.775080694712421)	(5.0, 3.6772406346083732)	(6.0, 2.9334427678570174)	(7.0, 2.4237591142210584)	(8.0, 2.2065637358343855)	(9.0, 1.8812910471854072)	('>10', 22.338208015133407)	('>50', 5.992846247331133)	('>100', 8.35840645030285)	('>500', 2.0994781086657515)	('>1k', 2.4927641475570907)	('>5k', 0.25656928551201885)	('>10k+', 0.07982438741926297)
fastqc_fastp_trim | SRR30333768_2	(1.0, 24.704648245239685)	(2.0, 10.672962850712036)	(3.0, 7.126443618309339)	(4.0, 5.156187080977981)	(5.0, 4.098517145286781)	(6.0, 3.1451382680627105)	(7.0, 2.576288713591367)	(8.0, 2.2111112931419803)	(9.0, 1.8763650227626456)	('>10', 21.099800987906047)	('>50', 5.374146131150599)	('>100', 7.641769187579101)	('>500', 1.9791557778289344)	('>1k', 2.2413714740638895)	('>5k', 0.09609420338691306)	('>10k+', 0.0)
