stage,report_id,srr,read,module_key,module,status
raw,SRR34002424_2,SRR34002424,2,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002424_2,SRR34002424,2,per_base_sequence_content,Per base sequence content,warn
raw,SRR34002424_2,SRR34002424,2,per_sequence_gc_content,Per sequence GC content,warn
raw,SRR34002424_2,SRR34002424,2,per_base_n_content,Per base N content,pass
raw,SRR34002424_2,SRR34002424,2,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002424_2,SRR34002424,2,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002424_2,SRR34002424,2,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002424_2,SRR34002424,2,adapter_content,Adapter Content,fail
raw,SRR34002425_1,SRR34002425,1,basic_statistics,Basic Statistics,pass
raw,SRR34002425_1,SRR34002425,1,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002425_1,SRR34002425,1,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002425_1,SRR34002425,1,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002425_1,SRR34002425,1,per_base_sequence_content,Per base sequence content,warn
raw,SRR34002425_1,SRR34002425,1,per_sequence_gc_content,Per sequence GC content,warn
raw,SRR34002425_1,SRR34002425,1,per_base_n_content,Per base N content,pass
raw,SRR34002425_1,SRR34002425,1,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002425_1,SRR34002425,1,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002425_1,SRR34002425,1,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002425_1,SRR34002425,1,adapter_content,Adapter Content,fail
raw,SRR34002425_2,SRR34002425,2,basic_statistics,Basic Statistics,pass
raw,SRR34002425_2,SRR34002425,2,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002425_2,SRR34002425,2,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002425_2,SRR34002425,2,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002425_2,SRR34002425,2,per_base_sequence_content,Per base sequence content,warn
raw,SRR34002425_2,SRR34002425,2,per_sequence_gc_content,Per sequence GC content,warn
raw,SRR34002425_2,SRR34002425,2,per_base_n_content,Per base N content,pass
raw,SRR34002425_2,SRR34002425,2,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002425_2,SRR34002425,2,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002425_2,SRR34002425,2,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002425_2,SRR34002425,2,adapter_content,Adapter Content,fail
raw,SRR34002426_1,SRR34002426,1,basic_statistics,Basic Statistics,pass
raw,SRR34002426_1,SRR34002426,1,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002426_1,SRR34002426,1,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002426_1,SRR34002426,1,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002426_1,SRR34002426,1,per_base_sequence_content,Per base sequence content,warn
raw,SRR34002426_1,SRR34002426,1,per_sequence_gc_content,Per sequence GC content,warn
raw,SRR34002426_1,SRR34002426,1,per_base_n_content,Per base N content,pass
raw,SRR34002426_1,SRR34002426,1,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002426_1,SRR34002426,1,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002426_1,SRR34002426,1,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002426_1,SRR34002426,1,adapter_content,Adapter Content,fail
raw,SRR34002426_2,SRR34002426,2,basic_statistics,Basic Statistics,pass
raw,SRR34002426_2,SRR34002426,2,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002426_2,SRR34002426,2,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002426_2,SRR34002426,2,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002426_2,SRR34002426,2,per_base_sequence_content,Per base sequence content,warn
raw,SRR34002426_2,SRR34002426,2,per_sequence_gc_content,Per sequence GC content,fail
raw,SRR34002426_2,SRR34002426,2,per_base_n_content,Per base N content,pass
raw,SRR34002426_2,SRR34002426,2,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002426_2,SRR34002426,2,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002426_2,SRR34002426,2,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002426_2,SRR34002426,2,adapter_content,Adapter Content,fail
raw,SRR34002427_1,SRR34002427,1,basic_statistics,Basic Statistics,pass
raw,SRR34002427_1,SRR34002427,1,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002427_1,SRR34002427,1,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002427_1,SRR34002427,1,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002427_1,SRR34002427,1,per_base_sequence_content,Per base sequence content,warn
raw,SRR34002427_1,SRR34002427,1,per_sequence_gc_content,Per sequence GC content,warn
raw,SRR34002427_1,SRR34002427,1,per_base_n_content,Per base N content,pass
raw,SRR34002427_1,SRR34002427,1,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002427_1,SRR34002427,1,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002427_1,SRR34002427,1,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002427_1,SRR34002427,1,adapter_content,Adapter Content,fail
raw,SRR34002427_2,SRR34002427,2,basic_statistics,Basic Statistics,pass
raw,SRR34002427_2,SRR34002427,2,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002427_2,SRR34002427,2,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002427_2,SRR34002427,2,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002427_2,SRR34002427,2,per_base_sequence_content,Per base sequence content,warn
raw,SRR34002427_2,SRR34002427,2,per_sequence_gc_content,Per sequence GC content,fail
raw,SRR34002427_2,SRR34002427,2,per_base_n_content,Per base N content,pass
raw,SRR34002427_2,SRR34002427,2,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002427_2,SRR34002427,2,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002427_2,SRR34002427,2,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002427_2,SRR34002427,2,adapter_content,Adapter Content,fail
raw,SRR34002428_1,SRR34002428,1,basic_statistics,Basic Statistics,pass
raw,SRR34002428_1,SRR34002428,1,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002428_1,SRR34002428,1,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002428_1,SRR34002428,1,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002428_1,SRR34002428,1,per_base_sequence_content,Per base sequence content,fail
raw,SRR34002428_1,SRR34002428,1,per_sequence_gc_content,Per sequence GC content,warn
raw,SRR34002428_1,SRR34002428,1,per_base_n_content,Per base N content,pass
raw,SRR34002428_1,SRR34002428,1,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002428_1,SRR34002428,1,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002428_1,SRR34002428,1,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002428_1,SRR34002428,1,adapter_content,Adapter Content,fail
raw,SRR34002428_2,SRR34002428,2,basic_statistics,Basic Statistics,pass
raw,SRR34002428_2,SRR34002428,2,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002428_2,SRR34002428,2,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002428_2,SRR34002428,2,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002428_2,SRR34002428,2,per_base_sequence_content,Per base sequence content,warn
raw,SRR34002428_2,SRR34002428,2,per_sequence_gc_content,Per sequence GC content,warn
raw,SRR34002428_2,SRR34002428,2,per_base_n_content,Per base N content,pass
raw,SRR34002428_2,SRR34002428,2,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002428_2,SRR34002428,2,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002428_2,SRR34002428,2,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002428_2,SRR34002428,2,adapter_content,Adapter Content,fail
raw,SRR34002429_1,SRR34002429,1,basic_statistics,Basic Statistics,pass
raw,SRR34002429_1,SRR34002429,1,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002429_1,SRR34002429,1,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002429_1,SRR34002429,1,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002429_1,SRR34002429,1,per_base_sequence_content,Per base sequence content,warn
raw,SRR34002429_1,SRR34002429,1,per_sequence_gc_content,Per sequence GC content,warn
raw,SRR34002429_1,SRR34002429,1,per_base_n_content,Per base N content,pass
raw,SRR34002429_1,SRR34002429,1,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002429_1,SRR34002429,1,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002429_1,SRR34002429,1,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002429_1,SRR34002429,1,adapter_content,Adapter Content,fail
raw,SRR34002429_2,SRR34002429,2,basic_statistics,Basic Statistics,pass
raw,SRR34002429_2,SRR34002429,2,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002429_2,SRR34002429,2,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002429_2,SRR34002429,2,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002429_2,SRR34002429,2,per_base_sequence_content,Per base sequence content,warn
raw,SRR34002429_2,SRR34002429,2,per_sequence_gc_content,Per sequence GC content,fail
raw,SRR34002429_2,SRR34002429,2,per_base_n_content,Per base N content,pass
raw,SRR34002429_2,SRR34002429,2,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002429_2,SRR34002429,2,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002429_2,SRR34002429,2,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002429_2,SRR34002429,2,adapter_content,Adapter Content,fail
raw,SRR34002430_1,SRR34002430,1,basic_statistics,Basic Statistics,pass
raw,SRR34002430_1,SRR34002430,1,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002430_1,SRR34002430,1,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002430_1,SRR34002430,1,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002430_1,SRR34002430,1,per_base_sequence_content,Per base sequence content,warn
raw,SRR34002430_1,SRR34002430,1,per_sequence_gc_content,Per sequence GC content,warn
raw,SRR34002430_1,SRR34002430,1,per_base_n_content,Per base N content,pass
raw,SRR34002430_1,SRR34002430,1,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002430_1,SRR34002430,1,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002430_1,SRR34002430,1,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002430_1,SRR34002430,1,adapter_content,Adapter Content,fail
raw,SRR34002430_2,SRR34002430,2,basic_statistics,Basic Statistics,pass
raw,SRR34002430_2,SRR34002430,2,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002430_2,SRR34002430,2,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002430_2,SRR34002430,2,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002430_2,SRR34002430,2,per_base_sequence_content,Per base sequence content,warn
raw,SRR34002430_2,SRR34002430,2,per_sequence_gc_content,Per sequence GC content,warn
raw,SRR34002430_2,SRR34002430,2,per_base_n_content,Per base N content,pass
raw,SRR34002430_2,SRR34002430,2,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002430_2,SRR34002430,2,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002430_2,SRR34002430,2,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002430_2,SRR34002430,2,adapter_content,Adapter Content,fail
raw,SRR34002431_1,SRR34002431,1,basic_statistics,Basic Statistics,pass
raw,SRR34002431_1,SRR34002431,1,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002431_1,SRR34002431,1,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002431_1,SRR34002431,1,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002431_1,SRR34002431,1,per_base_sequence_content,Per base sequence content,warn
raw,SRR34002431_1,SRR34002431,1,per_sequence_gc_content,Per sequence GC content,warn
raw,SRR34002431_1,SRR34002431,1,per_base_n_content,Per base N content,pass
raw,SRR34002431_1,SRR34002431,1,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002431_1,SRR34002431,1,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002431_1,SRR34002431,1,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002431_1,SRR34002431,1,adapter_content,Adapter Content,fail
raw,SRR34002431_2,SRR34002431,2,basic_statistics,Basic Statistics,pass
raw,SRR34002431_2,SRR34002431,2,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002431_2,SRR34002431,2,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002431_2,SRR34002431,2,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002431_2,SRR34002431,2,per_base_sequence_content,Per base sequence content,warn
raw,SRR34002431_2,SRR34002431,2,per_sequence_gc_content,Per sequence GC content,warn
raw,SRR34002431_2,SRR34002431,2,per_base_n_content,Per base N content,pass
raw,SRR34002431_2,SRR34002431,2,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002431_2,SRR34002431,2,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002431_2,SRR34002431,2,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002431_2,SRR34002431,2,adapter_content,Adapter Content,fail
raw,SRR34002432_1,SRR34002432,1,basic_statistics,Basic Statistics,pass
raw,SRR34002432_1,SRR34002432,1,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002432_1,SRR34002432,1,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002432_1,SRR34002432,1,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002432_1,SRR34002432,1,per_base_sequence_content,Per base sequence content,warn
raw,SRR34002432_1,SRR34002432,1,per_sequence_gc_content,Per sequence GC content,fail
raw,SRR34002432_1,SRR34002432,1,per_base_n_content,Per base N content,pass
raw,SRR34002432_1,SRR34002432,1,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002432_1,SRR34002432,1,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002432_1,SRR34002432,1,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002432_1,SRR34002432,1,adapter_content,Adapter Content,pass
raw,SRR34002432_2,SRR34002432,2,basic_statistics,Basic Statistics,pass
raw,SRR34002432_2,SRR34002432,2,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002432_2,SRR34002432,2,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002432_2,SRR34002432,2,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002432_2,SRR34002432,2,per_base_sequence_content,Per base sequence content,fail
raw,SRR34002432_2,SRR34002432,2,per_sequence_gc_content,Per sequence GC content,fail
raw,SRR34002432_2,SRR34002432,2,per_base_n_content,Per base N content,pass
raw,SRR34002432_2,SRR34002432,2,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002432_2,SRR34002432,2,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002432_2,SRR34002432,2,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002432_2,SRR34002432,2,adapter_content,Adapter Content,pass
raw,SRR34002433_1,SRR34002433,1,basic_statistics,Basic Statistics,pass
raw,SRR34002433_1,SRR34002433,1,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002433_1,SRR34002433,1,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002433_1,SRR34002433,1,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002433_1,SRR34002433,1,per_base_sequence_content,Per base sequence content,warn
raw,SRR34002433_1,SRR34002433,1,per_sequence_gc_content,Per sequence GC content,fail
raw,SRR34002433_1,SRR34002433,1,per_base_n_content,Per base N content,pass
raw,SRR34002433_1,SRR34002433,1,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002433_1,SRR34002433,1,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002433_1,SRR34002433,1,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002433_1,SRR34002433,1,adapter_content,Adapter Content,pass
raw,SRR34002433_2,SRR34002433,2,basic_statistics,Basic Statistics,pass
raw,SRR34002433_2,SRR34002433,2,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002433_2,SRR34002433,2,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002433_2,SRR34002433,2,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002433_2,SRR34002433,2,per_base_sequence_content,Per base sequence content,fail
raw,SRR34002433_2,SRR34002433,2,per_sequence_gc_content,Per sequence GC content,fail
raw,SRR34002433_2,SRR34002433,2,per_base_n_content,Per base N content,pass
raw,SRR34002433_2,SRR34002433,2,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002433_2,SRR34002433,2,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002433_2,SRR34002433,2,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002433_2,SRR34002433,2,adapter_content,Adapter Content,pass
raw,SRR34002434_1,SRR34002434,1,basic_statistics,Basic Statistics,pass
raw,SRR34002434_1,SRR34002434,1,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002434_1,SRR34002434,1,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002434_1,SRR34002434,1,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002434_1,SRR34002434,1,per_base_sequence_content,Per base sequence content,fail
raw,SRR34002434_1,SRR34002434,1,per_sequence_gc_content,Per sequence GC content,fail
raw,SRR34002434_1,SRR34002434,1,per_base_n_content,Per base N content,pass
raw,SRR34002434_1,SRR34002434,1,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002434_1,SRR34002434,1,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002434_1,SRR34002434,1,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002434_1,SRR34002434,1,adapter_content,Adapter Content,pass
raw,SRR34002434_2,SRR34002434,2,basic_statistics,Basic Statistics,pass
raw,SRR34002434_2,SRR34002434,2,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002434_2,SRR34002434,2,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002434_2,SRR34002434,2,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002434_2,SRR34002434,2,per_base_sequence_content,Per base sequence content,fail
raw,SRR34002434_2,SRR34002434,2,per_sequence_gc_content,Per sequence GC content,warn
raw,SRR34002434_2,SRR34002434,2,per_base_n_content,Per base N content,pass
raw,SRR34002434_2,SRR34002434,2,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002434_2,SRR34002434,2,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002434_2,SRR34002434,2,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002434_2,SRR34002434,2,adapter_content,Adapter Content,pass
raw,SRR34002435_1,SRR34002435,1,basic_statistics,Basic Statistics,pass
raw,SRR34002435_1,SRR34002435,1,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002435_1,SRR34002435,1,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002435_1,SRR34002435,1,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002435_1,SRR34002435,1,per_base_sequence_content,Per base sequence content,fail
raw,SRR34002435_1,SRR34002435,1,per_sequence_gc_content,Per sequence GC content,fail
raw,SRR34002435_1,SRR34002435,1,per_base_n_content,Per base N content,pass
raw,SRR34002435_1,SRR34002435,1,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002435_1,SRR34002435,1,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002435_1,SRR34002435,1,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002435_1,SRR34002435,1,adapter_content,Adapter Content,pass
raw,SRR34002435_2,SRR34002435,2,basic_statistics,Basic Statistics,pass
raw,SRR34002435_2,SRR34002435,2,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002435_2,SRR34002435,2,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002435_2,SRR34002435,2,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002435_2,SRR34002435,2,per_base_sequence_content,Per base sequence content,fail
raw,SRR34002435_2,SRR34002435,2,per_sequence_gc_content,Per sequence GC content,warn
raw,SRR34002435_2,SRR34002435,2,per_base_n_content,Per base N content,pass
raw,SRR34002435_2,SRR34002435,2,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002435_2,SRR34002435,2,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002435_2,SRR34002435,2,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002435_2,SRR34002435,2,adapter_content,Adapter Content,pass
raw,SRR34002436_1,SRR34002436,1,basic_statistics,Basic Statistics,pass
raw,SRR34002436_1,SRR34002436,1,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002436_1,SRR34002436,1,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002436_1,SRR34002436,1,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002436_1,SRR34002436,1,per_base_sequence_content,Per base sequence content,warn
raw,SRR34002436_1,SRR34002436,1,per_sequence_gc_content,Per sequence GC content,fail
raw,SRR34002436_1,SRR34002436,1,per_base_n_content,Per base N content,pass
raw,SRR34002436_1,SRR34002436,1,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002436_1,SRR34002436,1,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002436_1,SRR34002436,1,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002436_1,SRR34002436,1,adapter_content,Adapter Content,pass
raw,SRR34002436_2,SRR34002436,2,basic_statistics,Basic Statistics,pass
raw,SRR34002436_2,SRR34002436,2,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002436_2,SRR34002436,2,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002436_2,SRR34002436,2,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002436_2,SRR34002436,2,per_base_sequence_content,Per base sequence content,fail
raw,SRR34002436_2,SRR34002436,2,per_sequence_gc_content,Per sequence GC content,warn
raw,SRR34002436_2,SRR34002436,2,per_base_n_content,Per base N content,pass
raw,SRR34002436_2,SRR34002436,2,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002436_2,SRR34002436,2,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002436_2,SRR34002436,2,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002436_2,SRR34002436,2,adapter_content,Adapter Content,pass
raw,SRR34002437_1,SRR34002437,1,basic_statistics,Basic Statistics,pass
raw,SRR34002437_1,SRR34002437,1,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002437_1,SRR34002437,1,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002437_1,SRR34002437,1,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002437_1,SRR34002437,1,per_base_sequence_content,Per base sequence content,fail
raw,SRR34002437_1,SRR34002437,1,per_sequence_gc_content,Per sequence GC content,fail
raw,SRR34002437_1,SRR34002437,1,per_base_n_content,Per base N content,pass
raw,SRR34002437_1,SRR34002437,1,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002437_1,SRR34002437,1,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002437_1,SRR34002437,1,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002437_1,SRR34002437,1,adapter_content,Adapter Content,pass
raw,SRR34002437_2,SRR34002437,2,basic_statistics,Basic Statistics,pass
raw,SRR34002437_2,SRR34002437,2,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002437_2,SRR34002437,2,per_tile_sequence_quality,Per tile sequence quality,warn
raw,SRR34002437_2,SRR34002437,2,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002437_2,SRR34002437,2,per_base_sequence_content,Per base sequence content,fail
raw,SRR34002437_2,SRR34002437,2,per_sequence_gc_content,Per sequence GC content,warn
raw,SRR34002437_2,SRR34002437,2,per_base_n_content,Per base N content,pass
raw,SRR34002437_2,SRR34002437,2,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002437_2,SRR34002437,2,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002437_2,SRR34002437,2,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002437_2,SRR34002437,2,adapter_content,Adapter Content,pass
raw,SRR34002438_1,SRR34002438,1,basic_statistics,Basic Statistics,pass
raw,SRR34002438_1,SRR34002438,1,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002438_1,SRR34002438,1,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002438_1,SRR34002438,1,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002438_1,SRR34002438,1,per_base_sequence_content,Per base sequence content,warn
raw,SRR34002438_1,SRR34002438,1,per_sequence_gc_content,Per sequence GC content,fail
raw,SRR34002438_1,SRR34002438,1,per_base_n_content,Per base N content,pass
raw,SRR34002438_1,SRR34002438,1,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002438_1,SRR34002438,1,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002438_1,SRR34002438,1,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002438_1,SRR34002438,1,adapter_content,Adapter Content,pass
raw,SRR34002438_2,SRR34002438,2,basic_statistics,Basic Statistics,pass
raw,SRR34002438_2,SRR34002438,2,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002438_2,SRR34002438,2,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002438_2,SRR34002438,2,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002438_2,SRR34002438,2,per_base_sequence_content,Per base sequence content,fail
raw,SRR34002438_2,SRR34002438,2,per_sequence_gc_content,Per sequence GC content,warn
raw,SRR34002438_2,SRR34002438,2,per_base_n_content,Per base N content,pass
raw,SRR34002438_2,SRR34002438,2,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002438_2,SRR34002438,2,sequence_duplication_levels,Sequence Duplication Levels,fail
raw,SRR34002438_2,SRR34002438,2,overrepresented_sequences,Overrepresented sequences,warn
raw,SRR34002438_2,SRR34002438,2,adapter_content,Adapter Content,pass
raw,SRR34002439_1,SRR34002439,1,basic_statistics,Basic Statistics,pass
raw,SRR34002439_1,SRR34002439,1,per_base_sequence_quality,Per base sequence quality,pass
raw,SRR34002439_1,SRR34002439,1,per_tile_sequence_quality,Per tile sequence quality,pass
raw,SRR34002439_1,SRR34002439,1,per_sequence_quality_scores,Per sequence quality scores,pass
raw,SRR34002439_1,SRR34002439,1,per_base_sequence_content,Per base sequence content,fail
raw,SRR34002439_1,SRR34002439,1,per_sequence_gc_content,Per sequence GC content,fail
raw,SRR34002439_1,SRR34002439,1,per_base_n_content,Per base N content,pass
raw,SRR34002439_1,SRR34002439,1,sequence_length_distribution,Sequence Length Distribution,pass
raw,SRR34002439_1,SRR34002439,1,sequence_duplication_levels,Sequence Duplication Levels,fail
