Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
fastp | SRR35329991_1	SRR35329991_1.fastp.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64802666.0	0.0	30-151	49.0	33.66451303808228	131.95608012485167	142	pass	pass	warn	pass	fail	warn	pass	warn	fail	pass	pass
fastp | SRR35329991_2	SRR35329991_2.fastp.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64802666.0	0.0	30-151	50.0	43.026486865874226	131.92459861142132	142	pass	warn	fail	pass	fail	warn	pass	warn	fail	warn	pass
fastp | SRR35329992_1	SRR35329992_1.fastp.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76044436.0	0.0	30-151	50.0	34.2137785096604	132.9684282358278	142	pass	warn	warn	pass	fail	warn	pass	warn	fail	pass	pass
fastp | SRR35329992_2	SRR35329992_2.fastp.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76044436.0	0.0	30-151	50.0	43.81514076735841	132.92784859368277	142	pass	warn	fail	pass	fail	warn	pass	warn	fail	pass	pass
fastp | SRR35329993_1	SRR35329993_1.fastp.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82376679.0	0.0	30-151	50.0	33.32921152780411	132.25278604640033	142	pass	warn	warn	pass	fail	warn	pass	warn	fail	pass	pass
fastp | SRR35329993_2	SRR35329993_2.fastp.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82376679.0	0.0	30-151	50.0	42.454508098655026	132.21465331225602	142	pass	warn	fail	pass	fail	warn	pass	warn	fail	warn	pass
fastp | SRR35329994_1	SRR35329994_1.fastp.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63454254.0	0.0	30-151	49.0	34.19568799439786	131.97896079591447	142	pass	pass	warn	pass	fail	warn	pass	warn	fail	pass	pass
fastp | SRR35329994_2	SRR35329994_2.fastp.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63454254.0	0.0	30-151	50.0	45.1579340235409	131.92402928572764	142	pass	warn	fail	pass	fail	pass	pass	warn	fail	warn	pass
fastp | SRR35329995_1	SRR35329995_1.fastp.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65704421.0	0.0	30-151	49.0	33.56316779906326	132.06950568820932	142	pass	pass	warn	pass	fail	warn	pass	warn	fail	pass	pass
fastp | SRR35329995_2	SRR35329995_2.fastp.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65704421.0	0.0	30-151	50.0	44.45388329473353	132.03684841846487	142	pass	warn	fail	pass	fail	warn	pass	warn	fail	warn	pass
fastp | SRR35329996_1	SRR35329996_1.fastp.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63089042.0	0.0	30-151	50.0	41.10960592675128	132.15620214997082	142	pass	warn	warn	pass	fail	warn	pass	warn	fail	pass	pass
fastp | SRR35329996_2	SRR35329996_2.fastp.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63089042.0	0.0	30-151	50.0	44.09220578008569	132.1232310993088	142	pass	warn	fail	pass	fail	pass	pass	warn	fail	warn	pass
