Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
fastp | SRR35329982_1 - nextera_transposase_sequence	(1, 7.938101284110562e-05)	(2, 0.21710418353813876)	(3, 0.21724706936125274)	(4, 0.21729758455124254)	(5, 0.21738129543751133)	(6, 0.21741737771607547)	(7, 0.21749387214663146)	(8, 0.21753139771633814)	(9, 0.21759201594432592)	(10, 0.21774471614720933)	(15, 0.21797564273001982)	(20, 0.2181445077937)	(25, 0.2183673519461121)	(30, 0.2186900718455898)	(35, 0.21873972106089404)	(40, 0.21876916420020237)	(45, 0.21881332890916488)	(50, 0.21891897782080072)	(55, 0.21920907934045636)	(60, 0.21961579878443133)	(65, 0.2204032584318151)	(70, 0.22170366375126666)	(75, 0.2239938781362897)	(80, 0.2274534470050193)	(85, 0.23263601683974375)	(90, 0.24052879878197775)	(95, 0.2513225959207685)	(100, 0.2663134837021399)	(105, 0.2838904605527603)	(110, 0.305438219994807)	(115, 0.32875227913712546)	(120, 0.35539976350231345)	(125, 0.38222765926032193)	(130, 0.41042783623668183)	(135, 0.4383006747819079)	(140, 0.45475361649069823)
fastp | SRR35329982_2 - nextera_transposase_sequence	(1, 4.907189884722893e-05)	(2, 0.21941633594852877)	(3, 0.21951880961965092)	(4, 0.21955633518935763)	(5, 0.21963427291105617)	(6, 0.21966313873390747)	(7, 0.21972664354418037)	(8, 0.21975695265817424)	(9, 0.21981179772159173)	(10, 0.21995266293710616)	(15, 0.22015818759580746)	(20, 0.22031031048223387)	(25, 0.2204976496725389)	(30, 0.22081170982516113)	(35, 0.22084865807841086)	(40, 0.2208679981797212)	(45, 0.2209136061798263)	(50, 0.2210244509395753)	(55, 0.2212357487628469)	(60, 0.221557025371182)	(65, 0.22213463048643675)	(70, 0.22303062562774145)	(75, 0.22457581312497213)	(80, 0.22676470847178706)	(85, 0.22988019673212903)	(90, 0.23429984286889333)	(95, 0.24001412116053888)	(100, 0.2477423679125204)	(105, 0.2561319306660254)	(110, 0.26525814921869595)	(115, 0.2746770672150788)	(120, 0.28479886799789106)	(125, 0.2941958479689069)	(130, 0.30314887158446957)	(135, 0.31038322410746516)	(140, 0.3141886055339535)
fastp | SRR35329983_1 - nextera_transposase_sequence	(1, 0.00013132903776217445)	(2, 0.1657401968701959)	(3, 0.16584644058613832)	(4, 0.16588185515811912)	(5, 0.16593792823042208)	(6, 0.16596448915940767)	(7, 0.16602056223171063)	(8, 0.16605302558935972)	(9, 0.16609729380433572)	(10, 0.1662318691778628)	(15, 0.16640362985196974)	(20, 0.16652167842523913)	(25, 0.16668989764214798)	(30, 0.1669761654323262)	(35, 0.1670092190328416)	(40, 0.16703577996182722)	(45, 0.1670750311124393)	(50, 0.1671927845642755)	(55, 0.1674371451109431)	(60, 0.16781578590970456)	(65, 0.16852466759218715)	(70, 0.16972404109660397)	(75, 0.17178133260725592)	(80, 0.17503829274375785)	(85, 0.18027964939691787)	(90, 0.18804576991087657)	(95, 0.19904169938948527)	(100, 0.21430360918461577)	(105, 0.2329116057890666)	(110, 0.2552177690726137)	(115, 0.2803491298359299)	(120, 0.308080510425504)	(125, 0.3369218427252434)	(130, 0.3664310348282542)	(135, 0.3956687152127455)	(140, 0.41275536082918735)
fastp | SRR35329983_2 - nextera_transposase_sequence	(1, 8.853642995202771e-05)	(2, 0.16741796221778682)	(3, 0.16749174257608015)	(4, 0.16751977911223165)	(5, 0.1675669985415394)	(6, 0.16759208386335914)	(7, 0.16764077889983275)	(8, 0.1676702910431501)	(9, 0.16770423000796503)	(10, 0.16781873712403633)	(15, 0.16797101978355383)	(20, 0.16808257568529336)	(25, 0.16824253150207336)	(30, 0.1685429651210439)	(35, 0.1685810357859233)	(40, 0.16860671135060937)	(45, 0.16864478201548874)	(50, 0.16875191109573068)	(55, 0.16892131079837225)	(60, 0.16920521761708507)	(65, 0.16971194111784382)	(70, 0.17054359331652655)	(75, 0.17193213965960752)	(80, 0.17403281402093598)	(85, 0.17711919396906367)	(90, 0.18142914737912838)	(95, 0.18716896413291834)	(100, 0.1947187606363609)	(105, 0.20321943839748827)	(110, 0.2126042999724032)	(115, 0.22248703140508175)	(120, 0.23293344477512146)	(125, 0.24293511014536887)	(130, 0.2524197227646964)	(135, 0.26053438169123294)	(140, 0.26459112091163484)
fastp | SRR35329984_1 - nextera_transposase_sequence	(1, 8.88983027905043e-05)	(2, 0.11275156248831113)	(3, 0.11286394336165007)	(4, 0.11287903929985978)	(5, 0.11295787364384381)	(6, 0.11297800156145675)	(7, 0.11302832135548911)	(8, 0.11305851323190853)	(9, 0.11310715569947315)	(10, 0.11323798716395728)	(15, 0.11343825994420609)	(20, 0.1135778135063225)	(25, 0.1137616484871874)	(30, 0.11402297595086212)	(35, 0.11406960562666543)	(40, 0.11409375912780098)	(45, 0.11412831205303653)	(50, 0.11422022954346897)	(55, 0.11442452790724036)	(60, 0.11478481763251205)	(65, 0.115495333124249)	(70, 0.11653594646483822)	(75, 0.11850680506443903)	(80, 0.12159073750803565)	(85, 0.12667639135823958)	(90, 0.134332044822323)	(95, 0.14505854758355458)	(100, 0.15983243911145575)	(105, 0.17750139612268545)	(110, 0.19863570961627702)	(115, 0.2217006258742435)	(120, 0.2468682385921756)	(125, 0.2727903127552996)	(130, 0.30003244284853914)	(135, 0.3263919637544511)	(140, 0.3416479189091823)
fastp | SRR35329984_2 - nextera_transposase_sequence	(1, 6.206107930657848e-05)	(2, 0.11418064463883018)	(3, 0.11426115630928196)	(4, 0.11427289759455618)	(5, 0.11433495867386276)	(6, 0.1143517319385402)	(7, 0.11441547034431453)	(8, 0.1144473395472017)	(9, 0.11448759538242759)	(10, 0.11459762799871168)	(15, 0.1147734118125314)	(20, 0.11490793339524456)	(25, 0.11508136895200945)	(30, 0.11534336734627126)	(35, 0.11537221736151648)	(40, 0.11538664236913912)	(45, 0.11542253715554884)	(50, 0.1155064034789361)	(55, 0.11567547798688485)	(60, 0.11596498453521771)	(65, 0.11646516328789938)	(70, 0.11715655725790401)	(75, 0.11842763525516145)	(80, 0.12032502695547498)	(85, 0.12332576400627146)	(90, 0.12755430403145754)	(95, 0.1332417826182885)	(100, 0.1404462352625484)	(105, 0.14841320051904533)	(110, 0.1573449639597894)	(115, 0.16653939672538237)	(120, 0.176281644315341)	(125, 0.18541435146692095)	(130, 0.1942619131189842)	(135, 0.20153983266253134)	(140, 0.20532991954904878)
fastp | SRR35329985_1 - nextera_transposase_sequence	(1, 0.00013614530229201334)	(2, 0.2032506052375241)	(3, 0.20340466439538085)	(4, 0.20344049210651033)	(5, 0.20351214752876928)	(6, 0.20354797523989876)	(7, 0.2036070909632624)	(8, 0.20366441530106957)	(9, 0.2037181568677638)	(10, 0.20386003460383653)	(15, 0.20405601218371477)	(20, 0.20421222100423927)	(25, 0.20441428929500952)	(30, 0.20467690641758862)	(35, 0.20471380896005192)	(40, 0.2047403214662878)	(45, 0.20477973194853022)	(50, 0.20486034429857153)	(55, 0.2050405576855528)	(60, 0.20536014086882776)	(65, 0.20596168813869165)	(70, 0.20697167131543162)	(75, 0.20867420414830437)	(80, 0.21165614454561074)	(85, 0.21618118446126372)	(90, 0.22331842279536684)	(95, 0.2333272521764976)	(100, 0.24752935686822236)	(105, 0.26479365603018357)	(110, 0.2856145720759679)	(115, 0.3085887335606339)	(120, 0.33430765599492906)	(125, 0.36058190795173123)	(130, 0.38767768932473223)	(135, 0.41449473110514584)	(140, 0.42973010698584474)
fastp | SRR35329985_2 - nextera_transposase_sequence	(1, 8.061235004132368e-05)	(2, 0.2057101776065627)	(3, 0.20583199182440295)	(4, 0.20586602814997595)	(5, 0.20592872664445253)	(6, 0.20595738881335612)	(7, 0.2060129217656068)	(8, 0.20605591501896217)	(9, 0.2061024910434305)	(10, 0.20620889934548506)	(15, 0.20638087235890654)	(20, 0.20653278185409554)	(25, 0.20670869591574123)	(30, 0.20697847858054624)	(35, 0.20700714074944976)	(40, 0.20701968044834512)	(45, 0.20704905917147126)	(50, 0.20712859669017872)	(55, 0.20726366716113684)	(60, 0.20750514593414954)	(65, 0.20795872475704869)	(70, 0.2086179546418311)	(75, 0.20976444139797437)	(80, 0.2116031195331391)	(85, 0.21436866055522347)	(90, 0.21851786778112822)	(95, 0.22389954826988698)	(100, 0.2310722560380083)	(105, 0.23935347318847572)	(110, 0.24812123065608133)	(115, 0.257127242402698)	(120, 0.2667792277809792)	(125, 0.2759070537454361)	(130, 0.28488153710625885)	(135, 0.29245909801014325)	(140, 0.29629158826966345)
fastp | SRR35329986_1 - nextera_transposase_sequence	(1, 8.382383653852499e-05)	(2, 0.06585699974513987)	(3, 0.06600324558761134)	(4, 0.06606031713589289)	(5, 0.06617089326068838)	(6, 0.06622261435131854)	(7, 0.06631178864550846)	(8, 0.06636707670790622)	(9, 0.06644198311502575)	(10, 0.06662532546388023)	(15, 0.06688143403679367)	(20, 0.06706299289976433)	(25, 0.0672049583761147)	(30, 0.0674111293442818)	(35, 0.06744251869583665)	(40, 0.06747355135021474)	(45, 0.06752348895496109)	(50, 0.06761301994632778)	(55, 0.06783809586486313)	(60, 0.0681780282743151)	(65, 0.06881187915741707)	(70, 0.06998434277742613)	(75, 0.07205461319133931)	(80, 0.0752944936478475)	(85, 0.08057753553283513)	(90, 0.088586813939797)	(95, 0.10016805787483032)	(100, 0.11618233432263296)	(105, 0.13570223062362974)	(110, 0.15920179732573425)	(115, 0.18550429044281636)	(120, 0.2151804254576915)	(125, 0.24630689119327154)	(130, 0.27840321655246114)	(135, 0.30982538424757494)	(140, 0.32807936226825163)
fastp | SRR35329986_2 - nextera_transposase_sequence	(1, 6.242200593294414e-05)	(2, 0.0664830032903531)	(3, 0.06659357941514861)	(4, 0.06663638307635977)	(5, 0.0667237738846659)	(6, 0.06676657754587706)	(7, 0.06684505092476418)	(8, 0.06688428761420775)	(9, 0.06694314264837309)	(10, 0.06710472646944522)	(15, 0.06734050330328338)	(20, 0.06752384565213784)	(25, 0.06765225663577133)	(30, 0.06785664411805464)	(35, 0.06788232631478133)	(40, 0.06790515493409395)	(45, 0.06795116886989595)	(50, 0.06801822793912678)	(55, 0.06817267781666372)	(60, 0.06844162748794051)	(65, 0.06890961418384922)	(70, 0.06970825916261414)	(75, 0.07110116163786069)	(80, 0.07311828417243668)	(85, 0.07634104316446041)	(90, 0.08103589140497133)	(95, 0.08739330518635911)	(100, 0.09577568884021162)	(105, 0.10540401573248567)	(110, 0.11590090025016957)	(115, 0.12720427708450707)	(120, 0.13920071653328867)	(125, 0.15106553472384593)	(130, 0.16220197727945992)	(135, 0.1716772810829041)	(140, 0.17652051534894703)
fastp | SRR35329987_1 - nextera_transposase_sequence	(1, 6.786622885249613e-05)	(2, 0.13501093253508678)	(3, 0.1351573807131369)	(4, 0.13520024359451743)	(5, 0.13530025698440531)	(6, 0.13533478541662852)	(7, 0.13540622355226273)	(8, 0.1354669459675518)	(9, 0.13555267173031285)	(10, 0.13573483897618005)	(15, 0.1360265446966864)	(20, 0.13621276010357292)	(25, 0.13642683638335673)	(30, 0.13666877353603793)	(35, 0.13670544511233015)	(40, 0.13673568725641533)	(45, 0.13677116819711363)	(50, 0.1368530839259742)	(55, 0.13704715752778046)	(60, 0.13734457829913752)	(65, 0.13793299040964463)	(70, 0.13894622130005643)	(75, 0.14075622552990844)	(80, 0.14362018038748378)	(85, 0.1482167481613074)	(90, 0.15522982993651743)	(95, 0.1652711742812615)	(100, 0.1794268789842983)	(105, 0.19690921953670132)	(110, 0.21805752708273302)	(115, 0.2417730830963393)	(120, 0.26830734981495263)	(125, 0.295676490212011)	(130, 0.32366404673654287)	(135, 0.35107057309124984)	(140, 0.36669195021038176)
fastp | SRR35329987_2 - nextera_transposase_sequence	(1, 8.096322038543399e-05)	(2, 0.13712073880748368)	(3, 0.13723980236687403)	(4, 0.13727075889231552)	(5, 0.13736005656185826)	(6, 0.13739220372289365)	(7, 0.13745292613818275)	(8, 0.13749817029075107)	(9, 0.13756603651960356)	(10, 0.1377234385451176)	(15, 0.13798275897746975)	(20, 0.13816206869791164)	(25, 0.13835066537598592)	(30, 0.13860974768121934)	(35, 0.13864237109649227)	(40, 0.13866713631684546)	(45, 0.1387035697660189)	(50, 0.13878096107962265)	(55, 0.1389440781559874)	(60, 0.13918315778324322)	(65, 0.1396389330885895)	(70, 0.14036784019917714)	(75, 0.14165991794568114)	(80, 0.1435977964383184)	(85, 0.14654057137221016)	(90, 0.15090210767979723)	(95, 0.15667692843734768)	(100, 0.16451631131472672)	(105, 0.17353513781142652)	(110, 0.1836391095884099)	(115, 0.19432815969623743)	(120, 0.20561205134677912)	(125, 0.21684307877695153)	(130, 0.2276647656899399)	(135, 0.23692648184779594)	(140, 0.24157877136741426)
fastp | SRR35329988_1 - nextera_transposase_sequence	(1, 0.00013158390207090645)	(2, 0.0901755852340249)	(3, 0.09031854058442292)	(4, 0.09037702231867666)	(5, 0.09052160216169283)	(6, 0.09057033694023761)	(7, 0.09067105548256349)	(8, 0.09072953721681723)	(9, 0.09083512923699759)	(10, 0.09104046510393292)	(15, 0.09136081504823394)	(20, 0.09159474198524888)	(25, 0.09184004037059094)	(30, 0.09215779112670293)	(35, 0.09219645405101509)	(40, 0.09223836596056363)	(45, 0.09229392360810466)	(50, 0.09241511075741937)	(55, 0.09266365812799773)	(60, 0.09312826301679131)	(65, 0.09398014694575407)	(70, 0.09537103752542209)	(75, 0.09793741096359021)	(80, 0.10192911422493137)	(85, 0.10796377940286965)	(90, 0.11701707676387166)	(95, 0.1299278942959548)	(100, 0.14738924055002592)	(105, 0.16861875988117941)	(110, 0.19389813930940417)	(115, 0.22195670070877588)	(120, 0.2529848346141429)	(125, 0.2849184607048719)	(130, 0.31773743527249776)	(135, 0.3496093306437367)	(140, 0.3682253662507955)
fastp | SRR35329988_2 - nextera_transposase_sequence	(1, 9.097158661692297e-05)	(2, 0.09119089312037448)	(3, 0.09128673818484588)	(4, 0.0913338484707725)	(5, 0.09146380788022525)	(6, 0.09149954671782476)	(7, 0.09157589787087825)	(8, 0.09161488569371407)	(9, 0.091705857280331)	(10, 0.091895598018132)	(15, 0.09219775364510964)	(20, 0.09242193362641563)	(25, 0.09264383931805618)	(30, 0.09296191497269178)	(35, 0.09299375502800772)	(40, 0.09301259914237836)	(45, 0.09306555760173037)	(50, 0.09317147452043435)	(55, 0.09335829117152267)	(60, 0.09372640119879758)	(65, 0.09433786022027275)	(70, 0.09523912872482755)	(75, 0.09692957574328416)	(80, 0.09956385297289135)	(85, 0.1033560685407225)	(90, 0.10860220500180628)	(95, 0.11582957265999716)	(100, 0.12533447896884747)	(105, 0.13604930737970283)	(110, 0.1478671662782884)	(115, 0.16022468162462647)	(120, 0.1733941183815206)	(125, 0.18591830667048184)	(130, 0.19789244175893433)	(135, 0.20811894768877098)	(140, 0.21332999510930253)
fastp | SRR35329989_1 - nextera_transposase_sequence	(1, 6.598449191865087e-05)	(2, 0.0899081000142848)	(3, 0.09011112922018834)	(4, 0.09017542180205779)	(5, 0.09029893123564911)	(6, 0.09035645617732178)	(7, 0.09045627887022435)	(8, 0.09051549572194623)	(9, 0.09060347504450443)	(10, 0.0908491403836477)	(15, 0.09120545664000843)	(20, 0.0914578896193485)	(25, 0.09168934291407851)	(30, 0.09195666470185151)	(35, 0.09199388672293383)	(40, 0.09201215935146517)	(45, 0.09205919445083281)	(50, 0.09217458271618799)	(55, 0.09242363187542968)	(60, 0.09280566516453817)	(65, 0.0934726161059313)	(70, 0.09453784267290521)	(75, 0.09645443837663463)	(80, 0.09956586095710641)	(85, 0.1044135216300633)	(90, 0.11159026567674361)	(95, 0.12187369495575799)	(100, 0.1363845306836939)	(105, 0.1536257708490226)	(110, 0.17433610337922317)	(115, 0.197184333447588)	(120, 0.2229385882164522)	(125, 0.24978141791096925)	(130, 0.27757036370499677)	(135, 0.30464938404238157)	(140, 0.32061526241262617)
fastp | SRR35329989_2 - nextera_transposase_sequence	(1, 7.613595221382792e-05)	(2, 0.09092662986390089)	(3, 0.09107720985827936)	(4, 0.09113642671000122)	(5, 0.09123963322300219)	(6, 0.09128362288428128)	(7, 0.09136483456664271)	(8, 0.091410516137971)	(9, 0.09148157636003725)	(10, 0.09170829230662952)	(15, 0.09203889153024244)	(20, 0.09228083466727752)	(25, 0.09249976782764349)	(30, 0.09276404417732795)	(35, 0.09279111473811508)	(40, 0.09280871060262672)	(45, 0.09284965482581727)	(50, 0.09294541693460176)	(55, 0.09311765337760994)	(60, 0.09337956105322551)	(65, 0.09383671514851831)	(70, 0.09454528707712166)	(75, 0.09579154801935957)	(80, 0.09774874956426971)	(85, 0.10069977907207768)	(90, 0.10478371154882742)	(95, 0.11025467188390817)	(100, 0.11761211192384265)	(105, 0.1257583204287124)	(110, 0.13466555007371062)	(115, 0.14384686914667857)	(120, 0.15388023412042173)	(125, 0.16337455655249103)	(130, 0.17238194727240158)	(135, 0.18003310289687655)	(140, 0.18408319717264235)
